ledger_tx_id,order_id,amount,currency,occurred_at,description,merchant_id,authorization_code,scenario
LED-C01-000447,ORD-C01-000447,282.07,BRL,2026-02-01T10:33:00Z,Card sale for synthetic order ORD-C01-000447,MRC-C01-016,AUTH-C01-000447,ledger_sale_candidate
LED-C01-000448,ORD-C01-000448,940.59,BRL,2026-02-02T10:44:00Z,Card sale for synthetic order ORD-C01-000448,MRC-C01-017,AUTH-C01-000448,ledger_sale_candidate
LED-C01-000449,ORD-C01-000449,1445.62,BRL,2026-02-03T10:55:00Z,Card sale for synthetic order ORD-C01-000449,MRC-C01-018,AUTH-C01-000449,ledger_sale_candidate
LED-C01-000450,ORD-C01-000450,852.34,BRL,2026-02-04T11:06:00Z,Card sale for synthetic order ORD-C01-000450,MRC-C01-019,AUTH-C01-000450,ledger_sale_candidate
LED-C01-000451,ORD-C01-000451,631.88,BRL,2026-02-05T11:17:00Z,Card sale for synthetic order ORD-C01-000451,MRC-C01-020,AUTH-C01-000451,ledger_sale_candidate
LED-C01-000452,ORD-C01-000452,1325.99,BRL,2026-02-06T11:28:00Z,Card sale for synthetic order ORD-C01-000452,MRC-C01-021,AUTH-C01-000452,ledger_sale_candidate
LED-C01-000453,ORD-C01-000453,722.74,BRL,2026-02-07T11:39:00Z,Card sale for synthetic order ORD-C01-000453,MRC-C01-022,AUTH-C01-000453,ledger_sale_candidate
LED-C01-000454,ORD-C01-000454,617.88,BRL,2026-02-08T11:50:00Z,Card sale for synthetic order ORD-C01-000454,MRC-C01-023,AUTH-C01-000454,ledger_sale_candidate
LED-C01-000455,ORD-C01-000455,1246.17,BRL,2026-01-05T12:01:00Z,Card sale for synthetic order ORD-C01-000455,MRC-C01-024,AUTH-C01-000455,ledger_sale_candidate
LED-C01-000456,ORD-C01-000456,546.26,EUR,2026-01-06T10:00:00Z,Card sale for synthetic order ORD-C01-000456,MRC-C01-001,AUTH-C01-000456,ledger_sale_candidate
LED-C01-000457,ORD-C01-000457,529.43,BRL,2026-01-07T10:11:00Z,Card sale for synthetic order ORD-C01-000457,MRC-C01-002,AUTH-C01-000457,ledger_sale_candidate
LED-C01-000458,ORD-C01-000458,568.89,BRL,2026-01-08T10:22:00Z,Card sale for synthetic order ORD-C01-000458,MRC-C01-003,AUTH-C01-000458,ledger_sale_candidate
LED-C01-000459,ORD-C01-000459,1349.13,BRL,2026-01-09T10:33:00Z,Card sale for synthetic order ORD-C01-000459,MRC-C01-004,AUTH-C01-000459,ledger_sale_candidate
LED-C01-000460,ORD-C01-000460,1058.58,BRL,2026-01-10T10:44:00Z,Card sale for synthetic order ORD-C01-000460,MRC-C01-005,AUTH-C01-000460,ledger_sale_candidate
LED-C01-000461,ORD-C01-000461,594.54,BRL,2026-01-11T10:55:00Z,Card sale for synthetic order ORD-C01-000461,MRC-C01-006,AUTH-C01-000461,ledger_sale_candidate
LED-C01-000462,ORD-C01-000462,1531.02,BRL,2026-01-12T11:06:00Z,Card sale for synthetic order ORD-C01-000462,MRC-C01-007,AUTH-C01-000462,ledger_sale_candidate
LED-C01-000463,ORD-C01-000463,166.62,BRL,2026-01-13T11:17:00Z,Card sale for synthetic order ORD-C01-000463,MRC-C01-008,AUTH-C01-000463,ledger_sale_candidate
LED-C01-000464,ORD-C01-000464,725.05,BRL,2026-01-14T11:28:00Z,Card sale for synthetic order ORD-C01-000464,MRC-C01-009,AUTH-C01-000464,ledger_sale_candidate
LED-C01-000465,ORD-C01-000465,499.07,BRL,2026-01-15T11:39:00Z,Card sale for synthetic order ORD-C01-000465,MRC-C01-010,AUTH-C01-000465,ledger_sale_candidate
LED-C01-000466,ORD-C01-000466,982.94,BRL,2026-01-16T11:50:00Z,Card sale for synthetic order ORD-C01-000466,MRC-C01-011,AUTH-C01-000466,ledger_sale_candidate
LED-C01-000467,ORD-C01-000467,1798.37,BRL,2026-01-17T12:01:00Z,Card sale for synthetic order ORD-C01-000467,MRC-C01-012,AUTH-C01-000467,ledger_sale_candidate
LED-C01-000468,ORD-C01-000468,1218.13,BRL,2026-01-18T10:00:00Z,Card sale for synthetic order ORD-C01-000468,MRC-C01-013,AUTH-C01-000468,ledger_sale_candidate
LED-C01-000469,ORD-C01-000469,1176.43,BRL,2026-01-19T10:11:00Z,Card sale for synthetic order ORD-C01-000469,MRC-C01-014,AUTH-C01-000469,ledger_sale_candidate
LED-C01-000470,ORD-C01-000470,533.97,BRL,2026-01-20T10:22:00Z,Card sale for synthetic order ORD-C01-000470,MRC-C01-015,AUTH-C01-000470,ledger_sale_candidate
LED-C01-000471,ORD-C01-000471,1713.21,BRL,2026-01-21T10:33:00Z,Card sale for synthetic order ORD-C01-000471,MRC-C01-016,AUTH-C01-000471,ledger_sale_candidate
LED-C01-000472,ORD-C01-000472,610.05,BRL,2026-01-22T10:44:00Z,Card sale for synthetic order ORD-C01-000472,MRC-C01-017,AUTH-C01-000472,ledger_sale_candidate
LED-C01-000473,ORD-C01-000473,181.68,BRL,2026-01-23T10:55:00Z,Card sale for synthetic order ORD-C01-000473,MRC-C01-018,AUTH-C01-000473,ledger_sale_candidate
LED-C01-000474,ORD-C01-000474,575.53,BRL,2026-01-24T11:06:00Z,Card sale for synthetic order ORD-C01-000474,MRC-C01-019,AUTH-C01-000474,ledger_sale_candidate
LED-C01-000475,ORD-C01-000475,639.15,BRL,2026-01-25T11:17:00Z,Card sale for synthetic order ORD-C01-000475,MRC-C01-020,AUTH-C01-000475,ledger_sale_candidate
LED-C01-000476,ORD-C01-000476,1414.62,BRL,2026-01-26T11:28:00Z,Card sale for synthetic order ORD-C01-000476,MRC-C01-021,AUTH-C01-000476,ledger_sale_candidate
LED-C01-000477,ORD-C01-000477,751.10,BRL,2026-01-27T11:39:00Z,Card sale for synthetic order ORD-C01-000477,MRC-C01-022,AUTH-C01-000477,ledger_sale_candidate
LED-C01-000478,ORD-C01-000478,771.70,BRL,2026-01-28T11:50:00Z,Card sale for synthetic order ORD-C01-000478,MRC-C01-023,AUTH-C01-000478,ledger_sale_candidate
LED-C01-000479,ORD-C01-000479,1181.39,BRL,2026-01-29T12:01:00Z,Card sale for synthetic order ORD-C01-000479,MRC-C01-024,AUTH-C01-000479,ledger_sale_candidate
LED-C01-000480,ORD-C01-000480,1547.56,USD,2026-01-30T10:00:00Z,Card sale for synthetic order ORD-C01-000480,MRC-C01-001,AUTH-C01-000480,ledger_sale_candidate
LED-C01-000481,ORD-C01-000481,1726.43,BRL,2026-01-31T10:11:00Z,Card sale for synthetic order ORD-C01-000481,MRC-C01-002,AUTH-C01-000481,ledger_sale_candidate
LED-C01-000482,ORD-C01-000482,1673.71,BRL,2026-02-01T10:22:00Z,Card sale for synthetic order ORD-C01-000482,MRC-C01-003,AUTH-C01-000482,ledger_sale_candidate
LED-C01-000483,ORD-C01-000483,94.62,BRL,2026-02-02T10:33:00Z,Card sale for synthetic order ORD-C01-000483,MRC-C01-004,AUTH-C01-000483,ledger_sale_candidate
LED-C01-000484,ORD-C01-000484,65.81,BRL,2026-02-03T10:44:00Z,Card sale for synthetic order ORD-C01-000484,MRC-C01-005,AUTH-C01-000484,ledger_sale_candidate
LED-C01-000485,ORD-C01-000485,144.35,BRL,2026-02-04T10:55:00Z,Card sale for synthetic order ORD-C01-000485,MRC-C01-006,AUTH-C01-000485,ledger_sale_candidate
LED-C01-000486,ORD-C01-000486,1635.55,BRL,2026-02-05T11:06:00Z,Card sale for synthetic order ORD-C01-000486,MRC-C01-007,AUTH-C01-000486,ledger_sale_candidate
LED-C01-000487,ORD-C01-000487,374.89,BRL,2026-02-06T11:17:00Z,Card sale for synthetic order ORD-C01-000487,MRC-C01-008,AUTH-C01-000487,ledger_sale_candidate
LED-C01-000488,ORD-C01-000488,1246.16,BRL,2026-02-07T11:28:00Z,Card sale for synthetic order ORD-C01-000488,MRC-C01-009,AUTH-C01-000488,ledger_sale_candidate
LED-C01-000489,ORD-C01-000489,1118.88,BRL,2026-02-08T11:39:00Z,Card sale for synthetic order ORD-C01-000489,MRC-C01-010,AUTH-C01-000489,ledger_sale_candidate
LED-C01-000490,ORD-C01-000490,1417.59,BRL,2026-01-05T11:50:00Z,Card sale for synthetic order ORD-C01-000490,MRC-C01-011,AUTH-C01-000490,ledger_sale_candidate
LED-C01-000491,ORD-C01-000491,1047.29,BRL,2026-01-06T12:01:00Z,Card sale for synthetic order ORD-C01-000491,MRC-C01-012,AUTH-C01-000491,ledger_sale_candidate
LED-C01-000492,ORD-C01-000492,49.09,EUR,2026-01-07T10:00:00Z,Card sale for synthetic order ORD-C01-000492,MRC-C01-013,AUTH-C01-000492,ledger_sale_candidate
LED-C01-000493,ORD-C01-000493,1006.44,BRL,2026-01-08T10:11:00Z,Card sale for synthetic order ORD-C01-000493,MRC-C01-014,AUTH-C01-000493,ledger_sale_candidate
LED-C01-000494,ORD-C01-000494,504.55,BRL,2026-01-09T10:22:00Z,Card sale for synthetic order ORD-C01-000494,MRC-C01-015,AUTH-C01-000494,ledger_sale_candidate
LED-C01-000495,ORD-C01-000495,1529.19,BRL,2026-01-10T10:33:00Z,Card sale for synthetic order ORD-C01-000495,MRC-C01-016,AUTH-C01-000495,ledger_sale_candidate
LED-C01-000496,ORD-C01-000496,167.69,BRL,2026-01-11T10:44:00Z,Card sale for synthetic order ORD-C01-000496,MRC-C01-017,AUTH-C01-000496,ledger_sale_candidate
LED-C01-000497,ORD-C01-000497,1576.97,BRL,2026-01-12T10:55:00Z,Card sale for synthetic order ORD-C01-000497,MRC-C01-018,AUTH-C01-000497,ledger_sale_candidate
LED-C01-000498,ORD-C01-000498,168.73,BRL,2026-01-13T11:06:00Z,Card sale for synthetic order ORD-C01-000498,MRC-C01-019,AUTH-C01-000498,ledger_sale_candidate
LED-C01-000499,ORD-C01-000499,705.81,BRL,2026-01-14T11:17:00Z,Card sale for synthetic order ORD-C01-000499,MRC-C01-020,AUTH-C01-000499,ledger_sale_candidate
LED-C01-000500,ORD-C01-000500,1055.54,BRL,2026-01-15T11:28:00Z,Card sale for synthetic order ORD-C01-000500,MRC-C01-021,AUTH-C01-000500,ledger_sale_candidate
LED-C01-000501,ORD-C01-000501,1396.24,BRL,2026-01-16T11:39:00Z,Card sale for synthetic order ORD-C01-000501,MRC-C01-022,AUTH-C01-000501,ledger_sale_candidate
LED-C01-000502,ORD-C01-000502,565.71,BRL,2026-01-17T11:50:00Z,Card sale for synthetic order ORD-C01-000502,MRC-C01-023,AUTH-C01-000502,ledger_sale_candidate
LED-C01-000503,ORD-C01-000503,610.86,BRL,2026-01-18T12:01:00Z,Card sale for synthetic order ORD-C01-000503,MRC-C01-024,AUTH-C01-000503,ledger_sale_candidate
LED-C01-000504,ORD-C01-000504,592.74,BRL,2026-01-19T10:00:00Z,Card sale for synthetic order ORD-C01-000504,MRC-C01-001,AUTH-C01-000504,ledger_sale_candidate
LED-C01-000505,ORD-C01-000505,630.45,BRL,2026-01-20T10:11:00Z,Card sale for synthetic order ORD-C01-000505,MRC-C01-002,AUTH-C01-000505,ledger_sale_candidate
LED-C01-000506,ORD-C01-000506,91.41,BRL,2026-01-21T10:22:00Z,Card sale for synthetic order ORD-C01-000506,MRC-C01-003,AUTH-C01-000506,ledger_sale_candidate
LED-C01-000507,ORD-C01-000507,125.51,BRL,2026-01-22T10:33:00Z,Card sale for synthetic order ORD-C01-000507,MRC-C01-004,AUTH-C01-000507,ledger_sale_candidate
LED-C01-000508,ORD-C01-000508,875.44,BRL,2026-01-23T10:44:00Z,Card sale for synthetic order ORD-C01-000508,MRC-C01-005,AUTH-C01-000508,ledger_sale_candidate
LED-C01-000509,ORD-C01-000509,602.86,BRL,2026-01-24T10:55:00Z,Card sale for synthetic order ORD-C01-000509,MRC-C01-006,AUTH-C01-000509,ledger_sale_candidate
LED-C01-000510,ORD-C01-000510,939.43,BRL,2026-01-25T11:06:00Z,Card sale for synthetic order ORD-C01-000510,MRC-C01-007,AUTH-C01-000510,ledger_sale_candidate
LED-C01-000511,ORD-C01-000511,357.95,BRL,2026-01-26T11:17:00Z,Card sale for synthetic order ORD-C01-000511,MRC-C01-008,AUTH-C01-000511,ledger_sale_candidate
LED-C01-000512,ORD-C01-000512,1548.99,BRL,2026-01-27T11:28:00Z,Card sale for synthetic order ORD-C01-000512,MRC-C01-009,AUTH-C01-000512,ledger_sale_candidate
LED-C01-000513,ORD-C01-000513,389.71,BRL,2026-01-28T11:39:00Z,Card sale for synthetic order ORD-C01-000513,MRC-C01-010,AUTH-C01-000513,ledger_sale_candidate
LED-C01-000514,ORD-C01-000514,1262.82,BRL,2026-01-29T11:50:00Z,Card sale for synthetic order ORD-C01-000514,MRC-C01-011,AUTH-C01-000514,ledger_sale_candidate
LED-C01-000515,ORD-C01-000515,635.78,BRL,2026-01-30T12:01:00Z,Card sale for synthetic order ORD-C01-000515,MRC-C01-012,AUTH-C01-000515,ledger_sale_candidate
LED-C01-000516,ORD-C01-000516,1448.41,USD,2026-01-31T10:00:00Z,Card sale for synthetic order ORD-C01-000516,MRC-C01-013,AUTH-C01-000516,ledger_sale_candidate
LED-C01-000517,ORD-C01-000517,832.88,BRL,2026-02-01T10:11:00Z,Card sale for synthetic order ORD-C01-000517,MRC-C01-014,AUTH-C01-000517,ledger_sale_candidate
LED-C01-000518,ORD-C01-000518,1067.29,BRL,2026-02-02T10:22:00Z,Card sale for synthetic order ORD-C01-000518,MRC-C01-015,AUTH-C01-000518,ledger_sale_candidate
LED-C01-000519,ORD-C01-000519,856.13,BRL,2026-02-03T10:33:00Z,Card sale for synthetic order ORD-C01-000519,MRC-C01-016,AUTH-C01-000519,ledger_sale_candidate
LED-C01-000520,ORD-C01-000520,1416.74,BRL,2026-02-04T10:44:00Z,Card sale for synthetic order ORD-C01-000520,MRC-C01-017,AUTH-C01-000520,ledger_sale_candidate
LED-C01-000521,ORD-C01-000521,1840.66,BRL,2026-02-05T10:55:00Z,Card sale for synthetic order ORD-C01-000521,MRC-C01-018,AUTH-C01-000521,ledger_sale_candidate
LED-C01-000522,ORD-C01-000522,813.65,BRL,2026-02-06T11:06:00Z,Card sale for synthetic order ORD-C01-000522,MRC-C01-019,AUTH-C01-000522,ledger_sale_candidate
LED-C01-000523,ORD-C01-000523,1432.17,BRL,2026-02-07T11:17:00Z,Card sale for synthetic order ORD-C01-000523,MRC-C01-020,AUTH-C01-000523,ledger_sale_candidate
LED-C01-000524,ORD-C01-000524,545.16,BRL,2026-02-08T11:28:00Z,Card sale for synthetic order ORD-C01-000524,MRC-C01-021,AUTH-C01-000524,ledger_sale_candidate
LED-C01-000525,ORD-C01-000525,1154.82,BRL,2026-01-05T11:39:00Z,Card sale for synthetic order ORD-C01-000525,MRC-C01-022,AUTH-C01-000525,ledger_sale_candidate
LED-C01-000526,ORD-C01-000526,1607.40,BRL,2026-01-06T11:50:00Z,Card sale for synthetic order ORD-C01-000526,MRC-C01-023,AUTH-C01-000526,ledger_sale_candidate
LED-C01-000527,ORD-C01-000527,152.11,BRL,2026-01-07T12:01:00Z,Card sale for synthetic order ORD-C01-000527,MRC-C01-024,AUTH-C01-000527,ledger_sale_candidate
LED-C01-000528,ORD-C01-000528,749.12,EUR,2026-01-08T10:00:00Z,Card sale for synthetic order ORD-C01-000528,MRC-C01-001,AUTH-C01-000528,ledger_sale_candidate
LED-C01-000529,ORD-C01-000529,139.63,BRL,2026-01-09T10:11:00Z,Card sale for synthetic order ORD-C01-000529,MRC-C01-002,AUTH-C01-000529,ledger_sale_candidate
LED-C01-000530,ORD-C01-000530,1120.14,BRL,2026-01-10T10:22:00Z,Card sale for synthetic order ORD-C01-000530,MRC-C01-003,AUTH-C01-000530,ledger_sale_candidate
LED-C01-000531,ORD-C01-000531,237.32,BRL,2026-01-11T10:33:00Z,Card sale for synthetic order ORD-C01-000531,MRC-C01-004,AUTH-C01-000531,ledger_sale_candidate
LED-C01-000532,ORD-C01-000532,1001.50,BRL,2026-01-12T10:44:00Z,Card sale for synthetic order ORD-C01-000532,MRC-C01-005,AUTH-C01-000532,ledger_sale_candidate
LED-C01-000533,ORD-C01-000533,1291.32,BRL,2026-01-13T10:55:00Z,Card sale for synthetic order ORD-C01-000533,MRC-C01-006,AUTH-C01-000533,ledger_sale_candidate
LED-C01-000534,ORD-C01-000534,1402.42,BRL,2026-01-14T11:06:00Z,Card sale for synthetic order ORD-C01-000534,MRC-C01-007,AUTH-C01-000534,ledger_sale_candidate
LED-C01-000535,ORD-C01-000535,1627.46,BRL,2026-01-15T11:17:00Z,Card sale for synthetic order ORD-C01-000535,MRC-C01-008,AUTH-C01-000535,ledger_sale_candidate
LED-C01-000536,ORD-C01-000536,875.87,BRL,2026-01-16T11:28:00Z,Card sale for synthetic order ORD-C01-000536,MRC-C01-009,AUTH-C01-000536,ledger_sale_candidate
LED-C01-000537,ORD-C01-000537,1285.49,BRL,2026-01-17T11:39:00Z,Card sale for synthetic order ORD-C01-000537,MRC-C01-010,AUTH-C01-000537,ledger_sale_candidate
LED-C01-000538,ORD-C01-000538,1615.15,BRL,2026-01-18T11:50:00Z,Card sale for synthetic order ORD-C01-000538,MRC-C01-011,AUTH-C01-000538,ledger_sale_candidate
LED-C01-000539,ORD-C01-000539,206.64,BRL,2026-01-19T12:01:00Z,Card sale for synthetic order ORD-C01-000539,MRC-C01-012,AUTH-C01-000539,ledger_sale_candidate
LED-C01-000540,ORD-C01-000540,1244.14,BRL,2026-01-20T10:00:00Z,Card sale for synthetic order ORD-C01-000540,MRC-C01-013,AUTH-C01-000540,ledger_sale_candidate
LED-C01-000541,ORD-C01-000541,284.30,BRL,2026-01-21T10:11:00Z,Card sale for synthetic order ORD-C01-000541,MRC-C01-014,AUTH-C01-000541,ledger_sale_candidate
LED-C01-000542,ORD-C01-000542,1551.15,BRL,2026-01-22T10:22:00Z,Card sale for synthetic order ORD-C01-000542,MRC-C01-015,AUTH-C01-000542,ledger_sale_candidate
LED-C01-000543,ORD-C01-000543,487.52,BRL,2026-01-23T10:33:00Z,Card sale for synthetic order ORD-C01-000543,MRC-C01-016,AUTH-C01-000543,ledger_sale_candidate
LED-C01-000544,ORD-C01-000544,1131.37,BRL,2026-01-24T10:44:00Z,Card sale for synthetic order ORD-C01-000544,MRC-C01-017,AUTH-C01-000544,ledger_sale_candidate
LED-C01-000545,ORD-C01-000545,1084.04,BRL,2026-01-25T10:55:00Z,Card sale for synthetic order ORD-C01-000545,MRC-C01-018,AUTH-C01-000545,ledger_sale_candidate
LED-C01-000546,ORD-C01-000546,839.78,BRL,2026-01-26T11:06:00Z,Card sale for synthetic order ORD-C01-000546,MRC-C01-019,AUTH-C01-000546,ledger_sale_candidate
LED-C01-000547,ORD-C01-000547,668.51,BRL,2026-01-27T11:17:00Z,Card sale for synthetic order ORD-C01-000547,MRC-C01-020,AUTH-C01-000547,ledger_sale_candidate
LED-C01-000548,ORD-C01-000548,1045.51,BRL,2026-01-28T11:28:00Z,Card sale for synthetic order ORD-C01-000548,MRC-C01-021,AUTH-C01-000548,ledger_sale_candidate
LED-C01-000549,ORD-C01-000549,1208.46,BRL,2026-01-29T11:39:00Z,Card sale for synthetic order ORD-C01-000549,MRC-C01-022,AUTH-C01-000549,ledger_sale_candidate
LED-C01-000550,ORD-C01-000550,1577.03,BRL,2026-01-30T11:50:00Z,Card sale for synthetic order ORD-C01-000550,MRC-C01-023,AUTH-C01-000550,ledger_sale_candidate
LED-C01-000551,ORD-C01-000551,30.68,BRL,2026-01-31T12:01:00Z,Card sale for synthetic order ORD-C01-000551,MRC-C01-024,AUTH-C01-000551,ledger_sale_candidate
LED-C01-000552,ORD-C01-000552,330.36,USD,2026-02-01T10:00:00Z,Card sale for synthetic order ORD-C01-000552,MRC-C01-001,AUTH-C01-000552,ledger_sale_candidate
LED-C01-000553,ORD-C01-000553,476.01,BRL,2026-02-02T10:11:00Z,Card sale for synthetic order ORD-C01-000553,MRC-C01-002,AUTH-C01-000553,ledger_sale_candidate
LED-C01-000554,ORD-C01-000554,596.68,BRL,2026-02-03T10:22:00Z,Card sale for synthetic order ORD-C01-000554,MRC-C01-003,AUTH-C01-000554,ledger_sale_candidate
LED-C01-000555,ORD-C01-000555,1703.14,BRL,2026-02-04T10:33:00Z,Card sale for synthetic order ORD-C01-000555,MRC-C01-004,AUTH-C01-000555,ledger_sale_candidate
LED-C01-000556,ORD-C01-000556,651.51,BRL,2026-02-05T10:44:00Z,Card sale for synthetic order ORD-C01-000556,MRC-C01-005,AUTH-C01-000556,ledger_sale_candidate
LED-C01-000557,ORD-C01-000557,1134.68,BRL,2026-02-06T10:55:00Z,Card sale for synthetic order ORD-C01-000557,MRC-C01-006,AUTH-C01-000557,ledger_sale_candidate
LED-C01-000558,ORD-C01-000558,77.74,BRL,2026-02-07T11:06:00Z,Card sale for synthetic order ORD-C01-000558,MRC-C01-007,AUTH-C01-000558,ledger_sale_candidate
LED-C01-000559,ORD-C01-000559,1640.68,BRL,2026-02-08T11:17:00Z,Card sale for synthetic order ORD-C01-000559,MRC-C01-008,AUTH-C01-000559,ledger_sale_candidate
LED-C01-000560,ORD-C01-000560,1295.23,BRL,2026-01-05T11:28:00Z,Card sale for synthetic order ORD-C01-000560,MRC-C01-009,AUTH-C01-000560,ledger_sale_candidate
LED-C01-000561,ORD-C01-000561,231.23,BRL,2026-01-06T11:39:00Z,Card sale for synthetic order ORD-C01-000561,MRC-C01-010,AUTH-C01-000561,ledger_sale_candidate
LED-C01-000562,ORD-C01-000562,1629.92,BRL,2026-01-07T11:50:00Z,Card sale for synthetic order ORD-C01-000562,MRC-C01-011,AUTH-C01-000562,ledger_sale_candidate
LED-C01-000563,ORD-C01-000563,1686.47,BRL,2026-01-08T12:01:00Z,Card sale for synthetic order ORD-C01-000563,MRC-C01-012,AUTH-C01-000563,ledger_sale_candidate
LED-C01-000564,ORD-C01-000564,1097.28,EUR,2026-01-09T10:00:00Z,Card sale for synthetic order ORD-C01-000564,MRC-C01-013,AUTH-C01-000564,ledger_sale_candidate
LED-C01-000565,ORD-C01-000565,977.69,BRL,2026-01-10T10:11:00Z,Card sale for synthetic order ORD-C01-000565,MRC-C01-014,AUTH-C01-000565,ledger_sale_candidate
LED-C01-000566,ORD-C01-000566,532.92,BRL,2026-01-11T10:22:00Z,Card sale for synthetic order ORD-C01-000566,MRC-C01-015,AUTH-C01-000566,ledger_sale_candidate
LED-C01-000567,ORD-C01-000567,1621.59,BRL,2026-01-12T10:33:00Z,Card sale for synthetic order ORD-C01-000567,MRC-C01-016,AUTH-C01-000567,ledger_sale_candidate
LED-C01-000568,ORD-C01-000568,1128.74,BRL,2026-01-13T10:44:00Z,Card sale for synthetic order ORD-C01-000568,MRC-C01-017,AUTH-C01-000568,ledger_sale_candidate
LED-C01-000569,ORD-C01-000569,293.19,BRL,2026-01-14T10:55:00Z,Card sale for synthetic order ORD-C01-000569,MRC-C01-018,AUTH-C01-000569,ledger_sale_candidate
LED-C01-000570,ORD-C01-000570,379.10,BRL,2026-01-15T11:06:00Z,Card sale for synthetic order ORD-C01-000570,MRC-C01-019,AUTH-C01-000570,ledger_sale_candidate
LED-C01-000571,ORD-C01-000571,1137.91,BRL,2026-01-16T11:17:00Z,Card sale for synthetic order ORD-C01-000571,MRC-C01-020,AUTH-C01-000571,ledger_sale_candidate
LED-C01-000572,ORD-C01-000572,368.17,BRL,2026-01-17T11:28:00Z,Card sale for synthetic order ORD-C01-000572,MRC-C01-021,AUTH-C01-000572,ledger_sale_candidate
LED-C01-000573,ORD-C01-000573,802.47,BRL,2026-01-18T11:39:00Z,Card sale for synthetic order ORD-C01-000573,MRC-C01-022,AUTH-C01-000573,ledger_sale_candidate
LED-C01-000574,ORD-C01-000574,714.64,BRL,2026-01-19T11:50:00Z,Card sale for synthetic order ORD-C01-000574,MRC-C01-023,AUTH-C01-000574,ledger_sale_candidate
LED-C01-000575,ORD-C01-000575,1085.50,BRL,2026-01-20T12:01:00Z,Card sale for synthetic order ORD-C01-000575,MRC-C01-024,AUTH-C01-000575,ledger_sale_candidate
LED-C01-000576,ORD-C01-000576,378.48,BRL,2026-01-21T10:00:00Z,Card sale for synthetic order ORD-C01-000576,MRC-C01-001,AUTH-C01-000576,ledger_sale_candidate
LED-C01-000577,ORD-C01-000577,1743.57,BRL,2026-01-22T10:11:00Z,Card sale for synthetic order ORD-C01-000577,MRC-C01-002,AUTH-C01-000577,ledger_sale_candidate
LED-C01-000578,ORD-C01-000578,1746.79,BRL,2026-01-23T10:22:00Z,Card sale for synthetic order ORD-C01-000578,MRC-C01-003,AUTH-C01-000578,ledger_sale_candidate
LED-C01-000579,ORD-C01-000579,506.45,BRL,2026-01-24T10:33:00Z,Card sale for synthetic order ORD-C01-000579,MRC-C01-004,AUTH-C01-000579,ledger_sale_candidate
LED-C01-000580,ORD-C01-000580,1222.42,BRL,2026-01-25T10:44:00Z,Card sale for synthetic order ORD-C01-000580,MRC-C01-005,AUTH-C01-000580,ledger_sale_candidate
LED-C01-000581,ORD-C01-000581,249.76,BRL,2026-01-26T10:55:00Z,Card sale for synthetic order ORD-C01-000581,MRC-C01-006,AUTH-C01-000581,ledger_sale_candidate
LED-C01-000582,ORD-C01-000582,890.89,BRL,2026-01-27T11:06:00Z,Card sale for synthetic order ORD-C01-000582,MRC-C01-007,AUTH-C01-000582,ledger_sale_candidate
LED-C01-000583,ORD-C01-000583,289.71,BRL,2026-01-28T11:17:00Z,Card sale for synthetic order ORD-C01-000583,MRC-C01-008,AUTH-C01-000583,ledger_sale_candidate
LED-C01-000584,ORD-C01-000584,1602.00,BRL,2026-01-29T11:28:00Z,Card sale for synthetic order ORD-C01-000584,MRC-C01-009,AUTH-C01-000584,ledger_sale_candidate
LED-C01-000585,ORD-C01-000585,678.02,BRL,2026-01-30T11:39:00Z,Card sale for synthetic order ORD-C01-000585,MRC-C01-010,AUTH-C01-000585,ledger_sale_candidate
LED-C01-000586,ORD-C01-000586,902.26,BRL,2026-01-31T11:50:00Z,Card sale for synthetic order ORD-C01-000586,MRC-C01-011,AUTH-C01-000586,ledger_sale_candidate
LED-C01-000587,ORD-C01-000587,1425.97,BRL,2026-02-01T12:01:00Z,Card sale for synthetic order ORD-C01-000587,MRC-C01-012,AUTH-C01-000587,ledger_sale_candidate
LED-C01-000588,ORD-C01-000588,1549.74,USD,2026-02-02T10:00:00Z,Card sale for synthetic order ORD-C01-000588,MRC-C01-013,AUTH-C01-000588,ledger_sale_candidate
LED-C01-000589,ORD-C01-000589,1326.09,BRL,2026-02-03T10:11:00Z,Card sale for synthetic order ORD-C01-000589,MRC-C01-014,AUTH-C01-000589,ledger_sale_candidate
LED-C01-000590,ORD-C01-000590,449.52,BRL,2026-02-04T10:22:00Z,Card sale for synthetic order ORD-C01-000590,MRC-C01-015,AUTH-C01-000590,ledger_sale_candidate
LED-C01-000591,ORD-C01-000591,1704.22,BRL,2026-02-05T10:33:00Z,Card sale for synthetic order ORD-C01-000591,MRC-C01-016,AUTH-C01-000591,ledger_sale_candidate
LED-C01-000592,ORD-C01-000592,502.01,BRL,2026-02-06T10:44:00Z,Card sale for synthetic order ORD-C01-000592,MRC-C01-017,AUTH-C01-000592,ledger_sale_candidate
LED-C01-000593,ORD-C01-000593,1284.38,BRL,2026-02-07T10:55:00Z,Card sale for synthetic order ORD-C01-000593,MRC-C01-018,AUTH-C01-000593,ledger_sale_candidate
LED-C01-000594,ORD-C01-000594,1672.19,BRL,2026-02-08T11:06:00Z,Card sale for synthetic order ORD-C01-000594,MRC-C01-019,AUTH-C01-000594,ledger_sale_candidate
LED-C01-000595,ORD-C01-000595,1341.97,BRL,2026-01-05T11:17:00Z,Card sale for synthetic order ORD-C01-000595,MRC-C01-020,AUTH-C01-000595,ledger_sale_candidate
