adjustment_id,reference,end_to_end_id,amount,currency,adjustment_date,reason,scenario
ADJ-C02-000539,BANKONLY-C02-000829,E2E-C02-000008539,-3.70,BRL,2026-02-17,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000540,BANKONLY-C02-000830,E2E-C02-000008540,-3.90,BRL,2026-02-18,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000541,BANKONLY-C02-000831,E2E-C02-000008541,-4.10,BRL,2026-02-19,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000542,BANKONLY-C02-000832,E2E-C02-000008542,-4.30,BRL,2026-02-20,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000543,BANKONLY-C02-000833,E2E-C02-000008543,-4.50,BRL,2026-02-21,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000544,BANKONLY-C02-000834,E2E-C02-000008544,-4.70,USD,2026-02-22,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000545,BANKONLY-C02-000835,E2E-C02-000008545,-4.90,BRL,2026-02-23,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000546,BANKONLY-C02-000836,E2E-C02-000008546,-2.50,BRL,2026-02-24,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000547,BANKONLY-C02-000837,E2E-C02-000008547,-2.70,BRL,2026-02-25,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000548,BANKONLY-C02-000838,E2E-C02-000008548,-2.90,BRL,2026-02-26,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000549,BANKONLY-C02-000839,E2E-C02-000008549,-3.10,BRL,2026-02-27,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000550,BANKONLY-C02-000840,E2E-C02-000008550,-3.30,BRL,2026-02-28,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000551,BANKONLY-C02-000841,E2E-C02-000008551,-3.50,BRL,2026-03-01,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000552,BANKONLY-C02-000842,E2E-C02-000008552,-3.70,BRL,2026-03-02,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000553,BANKONLY-C02-000843,E2E-C02-000008553,-3.90,BRL,2026-03-03,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000554,BANKONLY-C02-000844,E2E-C02-000008554,-4.10,BRL,2026-03-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000555,BANKONLY-C02-000845,E2E-C02-000008555,-4.30,BRL,2026-03-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000556,BANKONLY-C02-000846,E2E-C02-000008556,-4.50,EUR,2026-03-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000557,BANKONLY-C02-000847,E2E-C02-000008557,-4.70,BRL,2026-03-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000558,BANKONLY-C02-000848,E2E-C02-000008558,-4.90,BRL,2026-03-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000559,BANKONLY-C02-000849,E2E-C02-000008559,-2.50,BRL,2026-03-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000560,BANKONLY-C02-000850,E2E-C02-000008560,-2.70,BRL,2026-03-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000561,BANKONLY-C02-000851,E2E-C02-000008561,-2.90,BRL,2026-03-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000562,BANKONLY-C02-000852,E2E-C02-000008562,-3.10,BRL,2026-03-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000563,BANKONLY-C02-000853,E2E-C02-000008563,-3.30,BRL,2026-03-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000564,BANKONLY-C02-000854,E2E-C02-000008564,-3.50,BRL,2026-03-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000565,BANKONLY-C02-000855,E2E-C02-000008565,-3.70,BRL,2026-03-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000566,BANKONLY-C02-000856,E2E-C02-000008566,-3.90,BRL,2026-03-16,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000567,BANKONLY-C02-000857,E2E-C02-000008567,-4.10,BRL,2026-03-17,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000568,BANKONLY-C02-000858,E2E-C02-000008568,-4.30,BRL,2026-02-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000569,BANKONLY-C02-000859,E2E-C02-000008569,-4.50,BRL,2026-02-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000570,BANKONLY-C02-000860,E2E-C02-000008570,-4.70,BRL,2026-02-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000571,BANKONLY-C02-000861,E2E-C02-000008571,-4.90,BRL,2026-02-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000572,BANKONLY-C02-000862,E2E-C02-000008572,-2.50,BRL,2026-02-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000573,BANKONLY-C02-000863,E2E-C02-000008573,-2.70,BRL,2026-02-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000574,BANKONLY-C02-000864,E2E-C02-000008574,-2.90,BRL,2026-02-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000575,BANKONLY-C02-000865,E2E-C02-000008575,-3.10,BRL,2026-02-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000576,BANKONLY-C02-000866,E2E-C02-000008576,-3.30,BRL,2026-02-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000577,BANKONLY-C02-000867,E2E-C02-000008577,-3.50,BRL,2026-02-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000578,BANKONLY-C02-000868,E2E-C02-000008578,-3.70,BRL,2026-02-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000579,BANKONLY-C02-000869,E2E-C02-000008579,-3.90,BRL,2026-02-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000580,BANKONLY-C02-000870,E2E-C02-000008580,-4.10,USD,2026-02-16,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000581,BANKONLY-C02-000871,E2E-C02-000008581,-4.30,BRL,2026-02-17,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000582,BANKONLY-C02-000872,E2E-C02-000008582,-4.50,BRL,2026-02-18,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000583,BANKONLY-C02-000873,E2E-C02-000008583,-4.70,BRL,2026-02-19,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000584,BANKONLY-C02-000874,E2E-C02-000008584,-4.90,BRL,2026-02-20,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000585,BANKONLY-C02-000875,E2E-C02-000008585,-2.50,BRL,2026-02-21,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000586,BANKONLY-C02-000876,E2E-C02-000008586,-2.70,BRL,2026-02-22,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000587,BANKONLY-C02-000877,E2E-C02-000008587,-2.90,BRL,2026-02-23,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000588,BANKONLY-C02-000878,E2E-C02-000008588,-3.10,BRL,2026-02-24,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000589,BANKONLY-C02-000879,E2E-C02-000008589,-3.30,BRL,2026-02-25,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000590,BANKONLY-C02-000880,E2E-C02-000008590,-3.50,BRL,2026-02-26,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000591,BANKONLY-C02-000881,E2E-C02-000008591,-3.70,BRL,2026-02-27,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000592,BANKONLY-C02-000882,E2E-C02-000008592,-3.90,EUR,2026-02-28,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000593,BANKONLY-C02-000883,E2E-C02-000008593,-4.10,BRL,2026-03-01,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000594,BANKONLY-C02-000884,E2E-C02-000008594,-4.30,BRL,2026-03-02,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000595,BANKONLY-C02-000885,E2E-C02-000008595,-4.50,BRL,2026-03-03,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000596,BANKONLY-C02-000886,E2E-C02-000008596,-4.70,BRL,2026-03-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000597,BANKONLY-C02-000887,E2E-C02-000008597,-4.90,BRL,2026-03-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000598,BANKONLY-C02-000888,E2E-C02-000008598,-2.50,BRL,2026-03-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000599,BANKONLY-C02-000889,E2E-C02-000008599,-2.70,BRL,2026-03-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000600,BANKONLY-C02-000890,E2E-C02-000008600,-2.90,BRL,2026-03-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000601,BANKONLY-C02-000891,E2E-C02-000008601,-3.10,BRL,2026-03-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000602,BANKONLY-C02-000892,E2E-C02-000008602,-3.30,BRL,2026-03-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000603,BANKONLY-C02-000893,E2E-C02-000008603,-3.50,BRL,2026-03-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000604,BANKONLY-C02-000894,E2E-C02-000008604,-3.70,BRL,2026-03-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000605,BANKONLY-C02-000895,E2E-C02-000008605,-3.90,BRL,2026-03-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000606,BANKONLY-C02-000896,E2E-C02-000008606,-4.10,BRL,2026-03-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000607,BANKONLY-C02-000897,E2E-C02-000008607,-4.30,BRL,2026-03-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000608,BANKONLY-C02-000898,E2E-C02-000008608,-4.50,BRL,2026-03-16,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000609,BANKONLY-C02-000899,E2E-C02-000008609,-4.70,BRL,2026-03-17,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000610,BANKONLY-C02-000900,E2E-C02-000008610,-4.90,BRL,2026-02-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000611,BANKONLY-C02-000901,E2E-C02-000008611,-2.50,BRL,2026-02-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000612,BANKONLY-C02-000902,E2E-C02-000008612,-2.70,BRL,2026-02-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000613,BANKONLY-C02-000903,E2E-C02-000008613,-2.90,BRL,2026-02-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000614,BANKONLY-C02-000904,E2E-C02-000008614,-3.10,BRL,2026-02-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000615,BANKONLY-C02-000905,E2E-C02-000008615,-3.30,BRL,2026-02-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000616,BANKONLY-C02-000906,E2E-C02-000008616,-3.50,USD,2026-02-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000617,BANKONLY-C02-000907,E2E-C02-000008617,-3.70,BRL,2026-02-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000618,BANKONLY-C02-000908,E2E-C02-000008618,-3.90,BRL,2026-02-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000619,BANKONLY-C02-000909,E2E-C02-000008619,-4.10,BRL,2026-02-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000620,BANKONLY-C02-000910,E2E-C02-000008620,-4.30,BRL,2026-02-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000621,BANKONLY-C02-000911,E2E-C02-000008621,-4.50,BRL,2026-02-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000622,BANKONLY-C02-000912,E2E-C02-000008622,-4.70,BRL,2026-02-16,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000623,BANKONLY-C02-000913,E2E-C02-000008623,-4.90,BRL,2026-02-17,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000624,BANKONLY-C02-000914,E2E-C02-000008624,-2.50,BRL,2026-02-18,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000625,BANKONLY-C02-000915,E2E-C02-000008625,-2.70,BRL,2026-02-19,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000626,BANKONLY-C02-000916,E2E-C02-000008626,-2.90,BRL,2026-02-20,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000627,BANKONLY-C02-000917,E2E-C02-000008627,-3.10,BRL,2026-02-21,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000628,BANKONLY-C02-000918,E2E-C02-000008628,-3.30,EUR,2026-02-22,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000629,BANKONLY-C02-000919,E2E-C02-000008629,-3.50,BRL,2026-02-23,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000630,BANKONLY-C02-000920,E2E-C02-000008630,-3.70,BRL,2026-02-24,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000631,BANKONLY-C02-000921,E2E-C02-000008631,-3.90,BRL,2026-02-25,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000632,BANKONLY-C02-000922,E2E-C02-000008632,-4.10,BRL,2026-02-26,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000633,BANKONLY-C02-000923,E2E-C02-000008633,-4.30,BRL,2026-02-27,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000634,BANKONLY-C02-000924,E2E-C02-000008634,-4.50,BRL,2026-02-28,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000635,BANKONLY-C02-000925,E2E-C02-000008635,-4.70,BRL,2026-03-01,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000636,BANKONLY-C02-000926,E2E-C02-000008636,-4.90,BRL,2026-03-02,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000637,BANKONLY-C02-000927,E2E-C02-000008637,-2.50,BRL,2026-03-03,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000638,BANKONLY-C02-000928,E2E-C02-000008638,-2.70,BRL,2026-03-04,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000639,BANKONLY-C02-000929,E2E-C02-000008639,-2.90,BRL,2026-03-05,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000640,BANKONLY-C02-000930,E2E-C02-000008640,-3.10,BRL,2026-03-06,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000641,BANKONLY-C02-000931,E2E-C02-000008641,-3.30,BRL,2026-03-07,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000642,BANKONLY-C02-000932,E2E-C02-000008642,-3.50,BRL,2026-03-08,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000643,BANKONLY-C02-000933,E2E-C02-000008643,-3.70,BRL,2026-03-09,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000644,BANKONLY-C02-000934,E2E-C02-000008644,-3.90,BRL,2026-03-10,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000645,BANKONLY-C02-000935,E2E-C02-000008645,-4.10,BRL,2026-03-11,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000646,BANKONLY-C02-000936,E2E-C02-000008646,-4.30,BRL,2026-03-12,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000647,BANKONLY-C02-000937,E2E-C02-000008647,-4.50,BRL,2026-03-13,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000648,BANKONLY-C02-000938,E2E-C02-000008648,-4.70,BRL,2026-03-14,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000649,BANKONLY-C02-000939,E2E-C02-000008649,-4.90,BRL,2026-03-15,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000650,BANKONLY-C02-000940,E2E-C02-000008650,-2.50,BRL,2026-03-16,bank_fee_adjustment,bank_fee_adjustment
ADJ-C02-000651,ADJONLY-C02-000651,E2E-C02-000010651,2.80,BRL,2026-03-01,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000652,ADJONLY-C02-000652,E2E-C02-000010652,3.11,BRL,2026-03-02,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000653,ADJONLY-C02-000653,E2E-C02-000010653,3.42,BRL,2026-03-03,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000654,ADJONLY-C02-000654,E2E-C02-000010654,3.73,BRL,2026-03-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000655,ADJONLY-C02-000655,E2E-C02-000010655,4.04,BRL,2026-03-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000656,ADJONLY-C02-000656,E2E-C02-000010656,4.35,BRL,2026-03-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000657,ADJONLY-C02-000657,E2E-C02-000010657,4.66,BRL,2026-03-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000658,ADJONLY-C02-000658,E2E-C02-000010658,4.97,BRL,2026-03-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000659,ADJONLY-C02-000659,E2E-C02-000010659,5.28,BRL,2026-03-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000660,ADJONLY-C02-000660,E2E-C02-000010660,5.59,BRL,2026-03-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000661,ADJONLY-C02-000661,E2E-C02-000010661,5.90,BRL,2026-03-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000662,ADJONLY-C02-000662,E2E-C02-000010662,6.21,BRL,2026-03-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000663,ADJONLY-C02-000663,E2E-C02-000010663,6.52,BRL,2026-03-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000664,ADJONLY-C02-000664,E2E-C02-000010664,6.83,BRL,2026-03-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000665,ADJONLY-C02-000665,E2E-C02-000010665,1.25,BRL,2026-03-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000666,ADJONLY-C02-000666,E2E-C02-000010666,1.56,BRL,2026-03-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000667,ADJONLY-C02-000667,E2E-C02-000010667,1.87,BRL,2026-03-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000668,ADJONLY-C02-000668,E2E-C02-000010668,2.18,USD,2026-02-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000669,ADJONLY-C02-000669,E2E-C02-000010669,2.49,BRL,2026-02-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000670,ADJONLY-C02-000670,E2E-C02-000010670,2.80,BRL,2026-02-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000671,ADJONLY-C02-000671,E2E-C02-000010671,3.11,BRL,2026-02-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000672,ADJONLY-C02-000672,E2E-C02-000010672,3.42,BRL,2026-02-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000673,ADJONLY-C02-000673,E2E-C02-000010673,3.73,BRL,2026-02-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000674,ADJONLY-C02-000674,E2E-C02-000010674,4.04,BRL,2026-02-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000675,ADJONLY-C02-000675,E2E-C02-000010675,4.35,BRL,2026-02-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000676,ADJONLY-C02-000676,E2E-C02-000010676,4.66,BRL,2026-02-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000677,ADJONLY-C02-000677,E2E-C02-000010677,4.97,BRL,2026-02-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000678,ADJONLY-C02-000678,E2E-C02-000010678,5.28,BRL,2026-02-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000679,ADJONLY-C02-000679,E2E-C02-000010679,5.59,BRL,2026-02-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000680,ADJONLY-C02-000680,E2E-C02-000010680,5.90,EUR,2026-02-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000681,ADJONLY-C02-000681,E2E-C02-000010681,6.21,BRL,2026-02-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000682,ADJONLY-C02-000682,E2E-C02-000010682,6.52,BRL,2026-02-18,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000683,ADJONLY-C02-000683,E2E-C02-000010683,6.83,BRL,2026-02-19,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000684,ADJONLY-C02-000684,E2E-C02-000010684,1.25,BRL,2026-02-20,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000685,ADJONLY-C02-000685,E2E-C02-000010685,1.56,BRL,2026-02-21,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000686,ADJONLY-C02-000686,E2E-C02-000010686,1.87,BRL,2026-02-22,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000687,ADJONLY-C02-000687,E2E-C02-000010687,2.18,BRL,2026-02-23,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000688,ADJONLY-C02-000688,E2E-C02-000010688,2.49,BRL,2026-02-24,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000689,ADJONLY-C02-000689,E2E-C02-000010689,2.80,BRL,2026-02-25,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000690,ADJONLY-C02-000690,E2E-C02-000010690,3.11,BRL,2026-02-26,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000691,ADJONLY-C02-000691,E2E-C02-000010691,3.42,BRL,2026-02-27,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000692,ADJONLY-C02-000692,E2E-C02-000010692,3.73,BRL,2026-02-28,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000693,ADJONLY-C02-000693,E2E-C02-000010693,4.04,BRL,2026-03-01,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000694,ADJONLY-C02-000694,E2E-C02-000010694,4.35,BRL,2026-03-02,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000695,ADJONLY-C02-000695,E2E-C02-000010695,4.66,BRL,2026-03-03,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000696,ADJONLY-C02-000696,E2E-C02-000010696,4.97,BRL,2026-03-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000697,ADJONLY-C02-000697,E2E-C02-000010697,5.28,BRL,2026-03-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000698,ADJONLY-C02-000698,E2E-C02-000010698,5.59,BRL,2026-03-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000699,ADJONLY-C02-000699,E2E-C02-000010699,5.90,BRL,2026-03-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000700,ADJONLY-C02-000700,E2E-C02-000010700,6.21,BRL,2026-03-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000701,ADJONLY-C02-000701,E2E-C02-000010701,6.52,BRL,2026-03-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000702,ADJONLY-C02-000702,E2E-C02-000010702,6.83,BRL,2026-03-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000703,ADJONLY-C02-000703,E2E-C02-000010703,1.25,BRL,2026-03-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000704,ADJONLY-C02-000704,E2E-C02-000010704,1.56,USD,2026-03-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000705,ADJONLY-C02-000705,E2E-C02-000010705,1.87,BRL,2026-03-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000706,ADJONLY-C02-000706,E2E-C02-000010706,2.18,BRL,2026-03-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000707,ADJONLY-C02-000707,E2E-C02-000010707,2.49,BRL,2026-03-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000708,ADJONLY-C02-000708,E2E-C02-000010708,2.80,BRL,2026-03-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000709,ADJONLY-C02-000709,E2E-C02-000010709,3.11,BRL,2026-03-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000710,ADJONLY-C02-000710,E2E-C02-000010710,3.42,BRL,2026-02-04,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000711,ADJONLY-C02-000711,E2E-C02-000010711,3.73,BRL,2026-02-05,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000712,ADJONLY-C02-000712,E2E-C02-000010712,4.04,BRL,2026-02-06,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000713,ADJONLY-C02-000713,E2E-C02-000010713,4.35,BRL,2026-02-07,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000714,ADJONLY-C02-000714,E2E-C02-000010714,4.66,BRL,2026-02-08,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000715,ADJONLY-C02-000715,E2E-C02-000010715,4.97,BRL,2026-02-09,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000716,ADJONLY-C02-000716,E2E-C02-000010716,5.28,EUR,2026-02-10,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000717,ADJONLY-C02-000717,E2E-C02-000010717,5.59,BRL,2026-02-11,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000718,ADJONLY-C02-000718,E2E-C02-000010718,5.90,BRL,2026-02-12,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000719,ADJONLY-C02-000719,E2E-C02-000010719,6.21,BRL,2026-02-13,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000720,ADJONLY-C02-000720,E2E-C02-000010720,6.52,BRL,2026-02-14,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000721,ADJONLY-C02-000721,E2E-C02-000010721,6.83,BRL,2026-02-15,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000722,ADJONLY-C02-000722,E2E-C02-000010722,1.25,BRL,2026-02-16,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000723,ADJONLY-C02-000723,E2E-C02-000010723,1.56,BRL,2026-02-17,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000724,ADJONLY-C02-000724,E2E-C02-000010724,1.87,BRL,2026-02-18,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000725,ADJONLY-C02-000725,E2E-C02-000010725,2.18,BRL,2026-02-19,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000726,ADJONLY-C02-000726,E2E-C02-000010726,2.49,BRL,2026-02-20,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000727,ADJONLY-C02-000727,E2E-C02-000010727,2.80,BRL,2026-02-21,adjustment_only_unmatched,adjustment_only_unmatched
ADJ-C02-000728,ADJONLY-C02-000728,E2E-C02-000010728,3.11,BRL,2026-02-22,adjustment_only_unmatched,adjustment_only_unmatched
