bank_entry_id,end_to_end_id,amount,currency,booking_date,description,bank_account,reference,scenario
BNK-C02-000492,E2E-C02-000000492,505.33,EUR,2026-03-04,Synthetic bank statement line REF-C02-000492,BANK-C02-007,REF-C02-000492,amount_tolerance_candidate
BNK-C02-000493,E2E-C02-000000493,814.12,BRL,2026-03-05,Synthetic bank statement line REF-C02-000493,BANK-C02-008,REF-C02-000493,bank_statement_match_candidate
BNK-C02-000494,E2E-C02-000000494,548.34,BRL,2026-03-06,Synthetic bank statement line REF-C02-000494,BANK-C02-009,REF-C02-000494,bank_statement_match_candidate
BNK-C02-000495,E2E-C02-000000495,829.48,BRL,2026-03-08,Synthetic bank statement line REF-C02-000495,BANK-C02-001,REF-C02-000495,bank_statement_match_candidate
BNK-C02-000496,E2E-C02-000000496,117.66,BRL,2026-03-08,Synthetic bank statement line REF-C02-000496,BANK-C02-002,REF-C02-000496,bank_statement_match_candidate
BNK-C02-000497,E2E-C02-000000497,335.25,BRL,2026-03-09,Synthetic bank statement line REF-C02-000497,BANK-C02-003,REF-C02-000497,bank_statement_match_candidate
BNK-C02-000498,,575.05,BRL,2026-03-10,Synthetic bank statement line REF-C02-000498,BANK-C02-004,REF-C02-000498,missing_e2e_uses_reference_fallback
BNK-C02-000499,E2E-C02-000000499,385.08,BRL,2026-03-11,Synthetic bank statement line REF-C02-000499,BANK-C02-005,REF-C02-000499,bank_statement_match_candidate
BNK-C02-000500,E2E-C02-000000500,715.66,BRL,2026-03-12,Synthetic bank statement line REF-C02-000500,BANK-C02-006,REF-C02-000500,bank_statement_match_candidate
BNK-C02-000501,E2E-C02-000000501,719.20,BRL,2026-03-13,Synthetic bank statement line REF-C02-000501,BANK-C02-007,REF-C02-000501,bank_statement_match_candidate
BNK-C02-000502,E2E-C02-000000502,825.32,BRL,2026-03-14,Synthetic bank statement line REF-C02-000502,BANK-C02-008,REF-C02-000502,bank_statement_match_candidate
BNK-C02-000503,E2E-C02-000000503,399.62,BRL,2026-03-15,Synthetic bank statement line REF-C02-000503,BANK-C02-009,REF-C02-000503,bank_statement_match_candidate
BNK-C02-000504,E2E-C02-000000504,692.24,BRL,2026-02-02,Synthetic bank statement line REF-C02-000504,BANK-C02-001,REF-C02-000504,bank_statement_match_candidate
BNK-C02-000505,E2E-C02-000000505,40.50,BRL,2026-02-03,Synthetic bank statement line REF-C02-000505,BANK-C02-002,REF-C02-000505,bank_statement_match_candidate
BNK-C02-000506,E2E-C02-000000506,805.14,BRL,2026-02-05,Synthetic bank statement line REF-C02-000506,BANK-C02-003,REF-C02-000506,bank_statement_match_candidate
BNK-C02-000507,E2E-C02-000000507,506.56,BRL,2026-02-05,Synthetic bank statement line REF-C02-000507,BANK-C02-004,REF-C02-000507,bank_statement_match_candidate
BNK-C02-000508,E2E-C02-000000508,38.43,BRL,2026-02-06,Synthetic bank statement line REF-C02-000508,BANK-C02-005,REF-C02-000508,bank_statement_match_candidate
BNK-C02-000509,E2E-C02-000000509,877.56,BRL,2026-02-07,Synthetic bank statement line REF-C02-000509,BANK-C02-006,REF-C02-000509,bank_statement_match_candidate
BNK-C02-000510,E2E-C02-000000510,459.99,BRL,2026-02-08,Synthetic bank statement line REF-C02-000510,BANK-C02-007,REF-C02-000510,bank_statement_match_candidate
BNK-C02-000511,E2E-C02-000000511,933.72,BRL,2026-02-09,Synthetic bank statement line REF-C02-000511,BANK-C02-008,REF-C02-000511,bank_statement_match_candidate
BNK-C02-000512,E2E-C02-000000512,342.81,BRL,2026-02-10,Synthetic bank statement line REF-C02-000512,BANK-C02-009,REF-C02-000512,bank_statement_match_candidate
BNK-C02-000513,E2E-C02-000000513,167.24,BRL,2026-02-11,Synthetic bank statement line REF-C02-000513,BANK-C02-001,REF-C02-000513,bank_statement_match_candidate
BNK-C02-000514,E2E-C02-000000514,272.74,BRL,2026-02-12,Synthetic bank statement line REF-C02-000514,BANK-C02-002,REF-C02-000514,bank_statement_match_candidate
BNK-C02-000515,E2E-C02-000000515,605.38,BRL,2026-02-13,Synthetic bank statement line REF-C02-000515,BANK-C02-003,REF-C02-000515,bank_statement_match_candidate
BNK-C02-000516,E2E-C02-000000516,514.75,USD,2026-02-14,Synthetic bank statement line REF-C02-000516,BANK-C02-004,REF-C02-000516,bank_statement_match_candidate
BNK-C02-000517,E2E-C02-000000517,811.92,BRL,2026-02-16,Synthetic bank statement line REF-C02-000517,BANK-C02-005,REF-C02-000517,bank_statement_match_candidate
BNK-C02-000518,E2E-C02-000000518,-39.75,BRL,2026-02-16,Synthetic bank statement line REF-C02-000518,BANK-C02-006,REF-C02-000518,bank_statement_match_candidate
BNK-C02-000519,E2E-C02-000000519,376.25,BRL,2026-02-17,Synthetic bank statement line REF-C02-000519,BANK-C02-007,REF-C02-000519,bank_statement_match_candidate
BNK-C02-000520,E2E-C02-000000520,432.63,BRL,2026-02-18,Synthetic bank statement line REF-C02-000520,BANK-C02-008,REF-C02-000520,bank_statement_match_candidate
BNK-C02-000521,E2E-C02-000000521,163.89,BRL,2026-02-19,Synthetic bank statement line REF-C02-000521,BANK-C02-009,REF-C02-000521,bank_statement_match_candidate
BNK-C02-000522,E2E-C02-000000522,118.49,BRL,2026-02-20,Synthetic bank statement line REF-C02-000522,BANK-C02-001,REF-C02-000522,bank_statement_match_candidate
BNK-C02-000523,E2E-C02-000000523,463.27,BRL,2026-02-21,Synthetic bank statement line REF-C02-000523,BANK-C02-002,REF-C02-000523,bank_statement_match_candidate
BNK-C02-000524,E2E-C02-000000524,700.22,BRL,2026-02-22,Synthetic bank statement line REF-C02-000524,BANK-C02-003,REF-C02-000524,bank_statement_match_candidate
BNK-C02-000525,E2E-C02-000000525,643.41,BRL,2026-02-23,Synthetic bank statement line REF-C02-000525,BANK-C02-004,REF-C02-000525,bank_statement_match_candidate
BNK-C02-000526,E2E-C02-000000526,105.97,BRL,2026-02-24,Synthetic bank statement line REF-C02-000526,BANK-C02-005,REF-C02-000526,bank_statement_match_candidate
BNK-C02-000527,E2E-C02-000000527,415.97,BRL,2026-02-25,Synthetic bank statement line REF-C02-000527,BANK-C02-006,REF-C02-000527,bank_statement_match_candidate
BNK-C02-000528,E2E-C02-000000528,142.34,EUR,2026-02-27,Synthetic bank statement line REF-C02-000528,BANK-C02-007,REF-C02-000528,bank_statement_match_candidate
BNK-C02-000529,E2E-C02-000000529,235.48,BRL,2026-02-27,Synthetic bank statement line REF-C02-000529,BANK-C02-008,REF-C02-000529,bank_statement_match_candidate
BNK-C02-000530,E2E-C02-000000530,842.95,BRL,2026-02-28,Synthetic bank statement line REF-C02-000530,BANK-C02-009,REF-C02-000530,bank_statement_match_candidate
BNK-C02-000531,E2E-C02-000000531,599.39,BRL,2026-03-01,Synthetic bank statement line REF-C02-000531,BANK-C02-001,REF-C02-000531,bank_statement_match_candidate
BNK-C02-000532,E2E-C02-000000532,243.01,BRL,2026-03-02,Synthetic bank statement line REF-C02-000532,BANK-C02-002,REF-C02-000532,bank_statement_match_candidate
BNK-C02-000533,E2E-C02-000000533,624.26,BRL,2026-03-03,Synthetic bank statement line REF-C02-000533,BANK-C02-003,REF-C02-000533,amount_tolerance_candidate
BNK-C02-000534,E2E-C02-000000534,267.46,BRL,2026-03-04,Synthetic bank statement line REF-C02-000534,BANK-C02-004,REF-C02-000534,bank_statement_match_candidate
BNK-C02-000535,E2E-C02-000000535,702.10,BRL,2026-03-05,Synthetic bank statement line REF-C02-000535,BANK-C02-005,REF-C02-000535,bank_statement_match_candidate
BNK-C02-000536,E2E-C02-000000536,870.33,BRL,2026-03-06,Synthetic bank statement line REF-C02-000536,BANK-C02-006,REF-C02-000536,amount_mismatch_outside_tolerance
BNK-C02-000537,E2E-C02-000000537,89.57,BRL,2026-03-07,Synthetic bank statement line REF-C02-000537,BANK-C02-007,REF-C02-000537,bank_statement_match_candidate
BNK-C02-000538,E2E-C02-000000538,333.17,BRL,2026-03-08,Synthetic bank statement line REF-C02-000538,BANK-C02-008,REF-C02-000538,bank_statement_match_candidate
BNK-C02-000539,E2E-C02-000000539,165.80,BRL,2026-03-10,Synthetic bank statement line REF-C02-000539,BANK-C02-009,REF-C02-000539,bank_statement_match_candidate
BNK-C02-000540,E2E-C02-000000540,645.15,BRL,2026-03-10,Synthetic bank statement line REF-C02-000540,BANK-C02-001,REF-C02-000540,bank_statement_match_candidate
BNK-C02-000541,E2E-C02-000000541,895.25,BRL,2026-03-11,Synthetic bank statement line REF-C02-000541,BANK-C02-002,REF-C02-000541,bank_statement_match_candidate
BNK-C02-000542,E2E-C02-000000542,61.31,BRL,2026-03-12,Synthetic bank statement line REF-C02-000542,BANK-C02-003,REF-C02-000542,bank_statement_match_candidate
BNK-C02-000543,E2E-C02-000000543,662.39,BRL,2026-03-13,Synthetic bank statement line REF-C02-000543,BANK-C02-004,REF-C02-000543,bank_statement_match_candidate
BNK-C02-000544,E2E-C02-000000544,922.21,BRL,2026-03-14,Synthetic bank statement line REF-C02-000544,BANK-C02-005,REF-C02-000544,bank_statement_match_candidate
BNK-C02-000545,E2E-C02-000000545,375.76,BRL,2026-03-15,Synthetic bank statement line REF-C02-000545,BANK-C02-006,REF-C02-000545,bank_statement_match_candidate
BNK-C02-000546,E2E-C02-000000546,41.36,BRL,2026-02-02,Synthetic bank statement line REF-C02-000546,BANK-C02-007,REF-C02-000546,bank_statement_match_candidate
BNK-C02-000547,E2E-C02-000000547,50.04,BRL,2026-02-03,Synthetic bank statement line REF-C02-000547,BANK-C02-008,REF-C02-000547,bank_statement_match_candidate
BNK-C02-000548,E2E-C02-000000548,287.80,BRL,2026-02-04,Synthetic bank statement line REF-C02-000548,BANK-C02-009,REF-C02-000548,bank_statement_match_candidate
BNK-C02-000549,E2E-C02-000000549,908.23,BRL,2026-02-05,Synthetic bank statement line REF-C02-000549,BANK-C02-001,REF-C02-000549,bank_statement_match_candidate
BNK-C02-000550,E2E-C02-000000550,17.22,BRL,2026-02-07,Synthetic bank statement line REF-C02-000550,BANK-C02-002,REF-C02-000550,bank_statement_match_candidate
BNK-C02-000551,E2E-C02-000000551,109.08,BRL,2026-02-07,Synthetic bank statement line REF-C02-000551,BANK-C02-003,REF-C02-000551,bank_statement_match_candidate
BNK-C02-000552,E2E-C02-000000552,852.34,USD,2026-02-08,Synthetic bank statement line REF-C02-000552,BANK-C02-004,REF-C02-000552,bank_statement_match_candidate
BNK-C02-000553,E2E-C02-000000553,748.98,BRL,2026-02-09,Synthetic bank statement line REF-C02-000553,BANK-C02-005,REF-C02-000553,bank_statement_match_candidate
BNK-C02-000554,E2E-C02-000000554,881.79,BRL,2026-02-10,Synthetic bank statement line REF-C02-000554,BANK-C02-006,REF-C02-000554,bank_statement_match_candidate
BNK-C02-000555,E2E-C02-000000555,-21.47,BRL,2026-02-11,Synthetic bank statement line REF-C02-000555,BANK-C02-007,REF-C02-000555,bank_statement_match_candidate
BNK-C02-000556,E2E-C02-000000556,296.18,BRL,2026-02-12,Synthetic bank statement line REF-C02-000556,BANK-C02-008,REF-C02-000556,bank_statement_match_candidate
BNK-C02-000557,E2E-C02-000000557,866.40,BRL,2026-02-13,Synthetic bank statement line REF-C02-000557,BANK-C02-009,REF-C02-000557,bank_statement_match_candidate
BNK-C02-000558,E2E-C02-000000558,414.33,BRL,2026-02-14,Synthetic bank statement line REF-C02-000558,BANK-C02-001,REF-C02-000558,bank_statement_match_candidate
BNK-C02-000559,E2E-C02-000000559,914.81,BRL,2026-02-15,Synthetic bank statement line REF-C02-000559,BANK-C02-002,REF-C02-000559,bank_statement_match_candidate
BNK-C02-000560,E2E-C02-000000560,921.37,BRL,2026-02-16,Synthetic bank statement line REF-C02-000560,BANK-C02-003,REF-C02-000560,bank_statement_match_candidate
BNK-C02-000561,E2E-C02-000000561,686.03,BRL,2026-02-18,Synthetic bank statement line REF-C02-000561,BANK-C02-004,REF-C02-000561,bank_statement_match_candidate
BNK-C02-000562,E2E-C02-000000562,277.14,BRL,2026-02-18,Synthetic bank statement line REF-C02-000562,BANK-C02-005,REF-C02-000562,bank_statement_match_candidate
BNK-C02-000563,E2E-C02-000000563,939.61,BRL,2026-02-19,Synthetic bank statement line REF-C02-000563,BANK-C02-006,REF-C02-000563,bank_statement_match_candidate
BNK-C02-000564,E2E-C02-000000564,834.16,EUR,2026-02-20,Synthetic bank statement line REF-C02-000564,BANK-C02-007,REF-C02-000564,bank_statement_match_candidate
BNK-C02-000565,E2E-C02-000000565,337.55,BRL,2026-02-21,Synthetic bank statement line REF-C02-000565,BANK-C02-008,REF-C02-000565,bank_statement_match_candidate
BNK-C02-000566,E2E-C02-000000566,470.01,BRL,2026-02-22,Synthetic bank statement line REF-C02-000566,BANK-C02-009,REF-C02-000566,bank_statement_match_candidate
BNK-C02-000567,E2E-C02-000000567,35.49,BRL,2026-02-23,Synthetic bank statement line REF-C02-000567,BANK-C02-001,REF-C02-000567,bank_statement_match_candidate
BNK-C02-000568,E2E-C02-000000568,588.00,BRL,2026-02-24,Synthetic bank statement line REF-C02-000568,BANK-C02-002,REF-C02-000568,bank_statement_match_candidate
BNK-C02-000569,E2E-C02-000000569,82.61,BRL,2026-02-25,Synthetic bank statement line REF-C02-000569,BANK-C02-003,REF-C02-000569,bank_statement_match_candidate
BNK-C02-000570,E2E-C02-000000570,402.17,BRL,2026-02-26,Synthetic bank statement line REF-C02-000570,BANK-C02-004,REF-C02-000570,bank_statement_match_candidate
BNK-C02-000571,E2E-C02-000000571,628.55,BRL,2026-02-27,Synthetic bank statement line REF-C02-000571,BANK-C02-005,REF-C02-000571,bank_statement_match_candidate
BNK-C02-000572,E2E-C02-000000572,792.68,BRL,2026-03-01,Synthetic bank statement line REF-C02-000572,BANK-C02-006,REF-C02-000572,bank_statement_match_candidate
BNK-C02-000573,E2E-C02-000000573,874.15,BRL,2026-03-01,Synthetic bank statement line REF-C02-000573,BANK-C02-007,REF-C02-000573,bank_statement_match_candidate
BNK-C02-000574,E2E-C02-000000574,587.36,BRL,2026-03-02,Synthetic bank statement line REF-C02-000574,BANK-C02-008,REF-C02-000574,amount_tolerance_candidate
BNK-C02-000575,E2E-C02-000000575,216.91,BRL,2026-03-03,Synthetic bank statement line REF-C02-000575,BANK-C02-009,REF-C02-000575,bank_statement_match_candidate
BNK-C02-000576,E2E-C02-000000576,281.62,BRL,2026-03-04,Synthetic bank statement line REF-C02-000576,BANK-C02-001,REF-C02-000576,bank_statement_match_candidate
BNK-C02-000577,E2E-C02-000000577,920.22,BRL,2026-03-05,Synthetic bank statement line REF-C02-000577,BANK-C02-002,REF-C02-000577,bank_statement_match_candidate
BNK-C02-000578,E2E-C02-000000578,238.69,BRL,2026-03-06,Synthetic bank statement line REF-C02-000578,BANK-C02-003,REF-C02-000578,bank_statement_match_candidate
BNK-C02-000579,E2E-C02-000000579,949.82,BRL,2026-03-07,Synthetic bank statement line REF-C02-000579,BANK-C02-004,REF-C02-000579,bank_statement_match_candidate
BNK-C02-000580,E2E-C02-000000580,792.41,BRL,2026-03-08,Synthetic bank statement line REF-C02-000580,BANK-C02-005,REF-C02-000580,bank_statement_match_candidate
BNK-C02-000581,,765.23,BRL,2026-03-09,Synthetic bank statement line REF-C02-000581,BANK-C02-006,REF-C02-000581,missing_e2e_uses_reference_fallback
BNK-C02-000582,E2E-C02-000000582,828.32,BRL,2026-03-10,Synthetic bank statement line REF-C02-000582,BANK-C02-007,REF-C02-000582,bank_statement_match_candidate
BNK-C02-000583,E2E-C02-000000583,917.79,BRL,2026-03-12,Synthetic bank statement line REF-C02-000583,BANK-C02-008,REF-C02-000583,bank_statement_match_candidate
BNK-C02-000584,E2E-C02-000000584,509.84,BRL,2026-03-12,Synthetic bank statement line REF-C02-000584,BANK-C02-009,REF-C02-000584,bank_statement_match_candidate
BNK-C02-000585,E2E-C02-000000585,457.75,BRL,2026-03-13,Synthetic bank statement line REF-C02-000585,BANK-C02-001,REF-C02-000585,bank_statement_match_candidate
BNK-C02-000586,E2E-C02-000000586,878.48,BRL,2026-03-14,Synthetic bank statement line REF-C02-000586,BANK-C02-002,REF-C02-000586,bank_statement_match_candidate
BNK-C02-000587,E2E-C02-000000587,593.11,BRL,2026-03-15,Synthetic bank statement line REF-C02-000587,BANK-C02-003,REF-C02-000587,bank_statement_match_candidate
BNK-C02-000588,E2E-C02-000000588,484.38,USD,2026-02-02,Synthetic bank statement line REF-C02-000588,BANK-C02-004,REF-C02-000588,bank_statement_match_candidate
BNK-C02-000589,E2E-C02-000000589,484.53,BRL,2026-02-03,Synthetic bank statement line REF-C02-000589,BANK-C02-005,REF-C02-000589,bank_statement_match_candidate
BNK-C02-000590,E2E-C02-000000590,864.31,BRL,2026-02-04,Synthetic bank statement line REF-C02-000590,BANK-C02-006,REF-C02-000590,bank_statement_match_candidate
BNK-C02-000591,E2E-C02-000000591,460.79,BRL,2026-02-05,Synthetic bank statement line REF-C02-000591,BANK-C02-007,REF-C02-000591,bank_statement_match_candidate
BNK-C02-000592,E2E-C02-000000592,-41.29,BRL,2026-02-06,Synthetic bank statement line REF-C02-000592,BANK-C02-008,REF-C02-000592,bank_statement_match_candidate
BNK-C02-000593,E2E-C02-000000593,524.70,BRL,2026-02-07,Synthetic bank statement line REF-C02-000593,BANK-C02-009,REF-C02-000593,bank_statement_match_candidate
BNK-C02-000594,E2E-C02-000000594,550.84,BRL,2026-02-09,Synthetic bank statement line REF-C02-000594,BANK-C02-001,REF-C02-000594,bank_statement_match_candidate
BNK-C02-000595,E2E-C02-000000595,532.06,BRL,2026-02-09,Synthetic bank statement line REF-C02-000595,BANK-C02-002,REF-C02-000595,bank_statement_match_candidate
BNK-C02-000596,E2E-C02-000000596,553.62,BRL,2026-02-10,Synthetic bank statement line REF-C02-000596,BANK-C02-003,REF-C02-000596,bank_statement_match_candidate
BNK-C02-000597,E2E-C02-000000597,76.17,BRL,2026-02-11,Synthetic bank statement line REF-C02-000597,BANK-C02-004,REF-C02-000597,bank_statement_match_candidate
BNK-C02-000598,E2E-C02-000000598,564.33,BRL,2026-02-12,Synthetic bank statement line REF-C02-000598,BANK-C02-005,REF-C02-000598,bank_statement_match_candidate
BNK-C02-000599,E2E-C02-000000599,769.57,BRL,2026-02-13,Synthetic bank statement line REF-C02-000599,BANK-C02-006,REF-C02-000599,bank_statement_match_candidate
BNK-C02-000600,E2E-C02-000000600,409.25,EUR,2026-02-14,Synthetic bank statement line REF-C02-000600,BANK-C02-007,REF-C02-000600,bank_statement_match_candidate
BNK-C02-000601,E2E-C02-000000601,529.34,BRL,2026-02-15,Synthetic bank statement line REF-C02-000601,BANK-C02-008,REF-C02-000601,bank_statement_match_candidate
BNK-C02-000602,E2E-C02-000000602,192.00,BRL,2026-02-16,Synthetic bank statement line REF-C02-000602,BANK-C02-009,REF-C02-000602,bank_statement_match_candidate
BNK-C02-000603,E2E-C02-000000603,947.43,BRL,2026-02-17,Synthetic bank statement line REF-C02-000603,BANK-C02-001,REF-C02-000603,amount_mismatch_outside_tolerance
BNK-C02-000604,E2E-C02-000000604,888.31,BRL,2026-02-18,Synthetic bank statement line REF-C02-000604,BANK-C02-002,REF-C02-000604,bank_statement_match_candidate
BNK-C02-000605,E2E-C02-000000605,808.97,BRL,2026-02-20,Synthetic bank statement line REF-C02-000605,BANK-C02-003,REF-C02-000605,bank_statement_match_candidate
BNK-C02-000606,E2E-C02-000000606,423.54,BRL,2026-02-20,Synthetic bank statement line REF-C02-000606,BANK-C02-004,REF-C02-000606,bank_statement_match_candidate
BNK-C02-000607,E2E-C02-000000607,854.30,BRL,2026-02-21,Synthetic bank statement line REF-C02-000607,BANK-C02-005,REF-C02-000607,bank_statement_match_candidate
BNK-C02-000608,E2E-C02-000000608,537.53,BRL,2026-02-22,Synthetic bank statement line REF-C02-000608,BANK-C02-006,REF-C02-000608,bank_statement_match_candidate
BNK-C02-000609,E2E-C02-000000609,282.77,BRL,2026-02-23,Synthetic bank statement line REF-C02-000609,BANK-C02-007,REF-C02-000609,bank_statement_match_candidate
BNK-C02-000610,E2E-C02-000000610,669.40,BRL,2026-02-24,Synthetic bank statement line REF-C02-000610,BANK-C02-008,REF-C02-000610,bank_statement_match_candidate
BNK-C02-000611,E2E-C02-000000611,519.97,BRL,2026-02-25,Synthetic bank statement line REF-C02-000611,BANK-C02-009,REF-C02-000611,bank_statement_match_candidate
BNK-C02-000612,E2E-C02-000000612,452.30,BRL,2026-02-26,Synthetic bank statement line REF-C02-000612,BANK-C02-001,REF-C02-000612,bank_statement_match_candidate
BNK-C02-000613,E2E-C02-000000613,845.74,BRL,2026-02-27,Synthetic bank statement line REF-C02-000613,BANK-C02-002,REF-C02-000613,bank_statement_match_candidate
BNK-C02-000614,E2E-C02-000000614,32.85,BRL,2026-02-28,Synthetic bank statement line REF-C02-000614,BANK-C02-003,REF-C02-000614,bank_statement_match_candidate
BNK-C02-000615,E2E-C02-000000615,257.37,BRL,2026-03-01,Synthetic bank statement line REF-C02-000615,BANK-C02-004,REF-C02-000615,amount_tolerance_candidate
BNK-C02-000616,E2E-C02-000000616,945.49,BRL,2026-03-03,Synthetic bank statement line REF-C02-000616,BANK-C02-005,REF-C02-000616,bank_statement_match_candidate
BNK-C02-000617,E2E-C02-000000617,642.70,BRL,2026-03-03,Synthetic bank statement line REF-C02-000617,BANK-C02-006,REF-C02-000617,bank_statement_match_candidate
BNK-C02-000618,E2E-C02-000000618,335.25,BRL,2026-03-04,Synthetic bank statement line REF-C02-000618,BANK-C02-007,REF-C02-000618,bank_statement_match_candidate
BNK-C02-000619,E2E-C02-000000619,847.67,BRL,2026-03-05,Synthetic bank statement line REF-C02-000619,BANK-C02-008,REF-C02-000619,bank_statement_match_candidate
BNK-C02-000620,E2E-C02-000000620,690.16,BRL,2026-03-06,Synthetic bank statement line REF-C02-000620,BANK-C02-009,REF-C02-000620,bank_statement_match_candidate
BNK-C02-000621,E2E-C02-000000621,821.67,BRL,2026-03-07,Synthetic bank statement line REF-C02-000621,BANK-C02-001,REF-C02-000621,bank_statement_match_candidate
BNK-C02-000622,E2E-C02-000000622,777.64,BRL,2026-03-08,Synthetic bank statement line REF-C02-000622,BANK-C02-002,REF-C02-000622,bank_statement_match_candidate
BNK-C02-000623,E2E-C02-000000623,92.27,BRL,2026-03-09,Synthetic bank statement line REF-C02-000623,BANK-C02-003,REF-C02-000623,bank_statement_match_candidate
BNK-C02-000624,E2E-C02-000000624,199.12,USD,2026-03-10,Synthetic bank statement line REF-C02-000624,BANK-C02-004,REF-C02-000624,bank_statement_match_candidate
BNK-C02-000625,E2E-C02-000000625,821.69,BRL,2026-03-11,Synthetic bank statement line REF-C02-000625,BANK-C02-005,REF-C02-000625,bank_statement_match_candidate
BNK-C02-000626,E2E-C02-000000626,744.08,BRL,2026-03-12,Synthetic bank statement line REF-C02-000626,BANK-C02-006,REF-C02-000626,bank_statement_match_candidate
BNK-C02-000627,E2E-C02-000000627,198.41,BRL,2026-03-14,Synthetic bank statement line REF-C02-000627,BANK-C02-007,REF-C02-000627,bank_statement_match_candidate
BNK-C02-000628,E2E-C02-000000628,148.90,BRL,2026-03-14,Synthetic bank statement line REF-C02-000628,BANK-C02-008,REF-C02-000628,bank_statement_match_candidate
BNK-C02-000629,E2E-C02-000000629,-18.50,BRL,2026-03-15,Synthetic bank statement line REF-C02-000629,BANK-C02-009,REF-C02-000629,bank_statement_match_candidate
BNK-C02-000630,E2E-C02-000000630,559.08,BRL,2026-02-02,Synthetic bank statement line REF-C02-000630,BANK-C02-001,REF-C02-000630,bank_statement_match_candidate
BNK-C02-000631,E2E-C02-000000631,568.76,BRL,2026-02-03,Synthetic bank statement line REF-C02-000631,BANK-C02-002,REF-C02-000631,bank_statement_match_candidate
BNK-C02-000632,E2E-C02-000000632,30.28,BRL,2026-02-04,Synthetic bank statement line REF-C02-000632,BANK-C02-003,REF-C02-000632,bank_statement_match_candidate
BNK-C02-000633,E2E-C02-000000633,512.97,BRL,2026-02-05,Synthetic bank statement line REF-C02-000633,BANK-C02-004,REF-C02-000633,bank_statement_match_candidate
BNK-C02-000634,E2E-C02-000000634,321.07,BRL,2026-02-06,Synthetic bank statement line REF-C02-000634,BANK-C02-005,REF-C02-000634,bank_statement_match_candidate
BNK-C02-000635,E2E-C02-000000635,590.79,BRL,2026-02-07,Synthetic bank statement line REF-C02-000635,BANK-C02-006,REF-C02-000635,bank_statement_match_candidate
BNK-C02-000636,E2E-C02-000000636,292.73,EUR,2026-02-08,Synthetic bank statement line REF-C02-000636,BANK-C02-007,REF-C02-000636,bank_statement_match_candidate
BNK-C02-000637,E2E-C02-000000637,102.81,BRL,2026-02-09,Synthetic bank statement line REF-C02-000637,BANK-C02-008,REF-C02-000637,bank_statement_match_candidate
BNK-C02-000638,E2E-C02-000000638,482.80,BRL,2026-02-11,Synthetic bank statement line REF-C02-000638,BANK-C02-009,REF-C02-000638,bank_statement_match_candidate
BNK-C02-000639,E2E-C02-000000639,702.36,BRL,2026-02-11,Synthetic bank statement line REF-C02-000639,BANK-C02-001,REF-C02-000639,bank_statement_match_candidate
BNK-C02-000640,E2E-C02-000000640,202.42,BRL,2026-02-12,Synthetic bank statement line REF-C02-000640,BANK-C02-002,REF-C02-000640,bank_statement_match_candidate
BNK-C02-000641,E2E-C02-000000641,826.75,BRL,2026-02-13,Synthetic bank statement line REF-C02-000641,BANK-C02-003,REF-C02-000641,bank_statement_match_candidate
BNK-C02-000642,E2E-C02-000000642,940.35,BRL,2026-02-14,Synthetic bank statement line REF-C02-000642,BANK-C02-004,REF-C02-000642,bank_statement_match_candidate
BNK-C02-000643,E2E-C02-000000643,565.98,BRL,2026-02-15,Synthetic bank statement line REF-C02-000643,BANK-C02-005,REF-C02-000643,bank_statement_match_candidate
BNK-C02-000644,E2E-C02-000000644,224.05,BRL,2026-02-16,Synthetic bank statement line REF-C02-000644,BANK-C02-006,REF-C02-000644,bank_statement_match_candidate
BNK-C02-000645,E2E-C02-000000645,887.33,BRL,2026-02-17,Synthetic bank statement line REF-C02-000645,BANK-C02-007,REF-C02-000645,bank_statement_match_candidate
BNK-C02-000646,E2E-C02-000000646,708.68,BRL,2026-02-18,Synthetic bank statement line REF-C02-000646,BANK-C02-008,REF-C02-000646,bank_statement_match_candidate
BNK-C02-000647,E2E-C02-000000647,649.53,BRL,2026-02-19,Synthetic bank statement line REF-C02-000647,BANK-C02-009,REF-C02-000647,bank_statement_match_candidate
BNK-C02-000648,E2E-C02-000000648,795.91,BRL,2026-02-20,Synthetic bank statement line REF-C02-000648,BANK-C02-001,REF-C02-000648,bank_statement_match_candidate
BNK-C02-000649,E2E-C02-000000649,462.52,BRL,2026-02-22,Synthetic bank statement line REF-C02-000649,BANK-C02-002,REF-C02-000649,bank_statement_match_candidate
BNK-C02-000650,E2E-C02-000000650,386.60,BRL,2026-02-22,Synthetic bank statement line REF-C02-000650,BANK-C02-003,REF-C02-000650,bank_statement_match_candidate
BNK-C02-000651,E2E-C02-000000651,680.65,BRL,2026-02-23,Synthetic bank statement line REF-C02-000651,BANK-C02-004,REF-C02-000651,bank_statement_match_candidate
BNK-C02-000652,E2E-C02-000000652,180.76,BRL,2026-02-24,Synthetic bank statement line REF-C02-000652,BANK-C02-005,REF-C02-000652,bank_statement_match_candidate
BNK-C02-000653,E2E-C02-000000653,421.71,BRL,2026-02-25,Synthetic bank statement line REF-C02-000653,BANK-C02-006,REF-C02-000653,bank_statement_match_candidate
BNK-C02-000654,E2E-C02-000000654,368.36,BRL,2026-02-26,Synthetic bank statement line REF-C02-000654,BANK-C02-007,REF-C02-000654,bank_statement_match_candidate
BNK-C02-000655,E2E-C02-000000655,202.94,BRL,2026-02-27,Synthetic bank statement line REF-C02-000655,BANK-C02-008,REF-C02-000655,bank_statement_match_candidate
