gateway_tx_id,reference,amount,currency,captured_at,description,authorization_code,scenario
GTW-C04-000508,REF-C04-000508,811.99,BRL,2026-04-11T10:24:00Z,Synthetic gateway capture REF-C04-000508,AUTH-C04-000508,gateway_match_candidate
GTW-C04-000509,REF-C04-000509,782.42,BRL,2026-04-12T10:36:00Z,Synthetic gateway capture REF-C04-000509,AUTH-C04-000509,gateway_match_candidate
GTW-C04-000510,REF-C04-000510,532.36,BRL,2026-04-13T10:48:00Z,Synthetic gateway capture REF-C04-000510,AUTH-C04-000510,gateway_match_candidate
GTW-C04-000511,REF-C04-000511,859.32,BRL,2026-04-14T11:00:00Z,Synthetic gateway capture REF-C04-000511,AUTH-C04-000511,gateway_match_candidate
GTW-C04-000512,REF-C04-000512,1247.22,BRL,2026-04-15T08:00:00Z,Synthetic gateway capture REF-C04-000512,AUTH-C04-000512,gateway_match_candidate
GTW-C04-000513,REF-C04-000513,1069.13,BRL,2026-04-16T08:12:00Z,Synthetic gateway capture REF-C04-000513,AUTH-C04-000513,gateway_match_candidate
GTW-C04-000514,REF-C04-000514,1020.63,BRL,2026-04-17T08:24:00Z,Synthetic gateway capture REF-C04-000514,AUTH-C04-000514,gateway_match_candidate
GTW-C04-000515,REF-C04-000515,313.97,BRL,2026-04-18T08:36:00Z,Synthetic gateway capture REF-C04-000515,AUTH-C04-000515,gateway_match_candidate
GTW-C04-000516,REF-C04-000516,-3.71,USD,2026-04-19T08:48:00Z,Synthetic gateway capture REF-C04-000516,AUTH-C04-000516,negative_amount_review
GTW-C04-000517,REF-C04-000517,1260.26,BRL,2026-04-20T09:00:00Z,Synthetic gateway capture REF-C04-000517,AUTH-C04-000517,gateway_match_candidate
GTW-C04-000518,REF-C04-000518,1267.00,BRL,2026-04-21T09:12:00Z,Synthetic gateway capture REF-C04-000518,AUTH-C04-000518,gateway_match_candidate
GTW-C04-000519,REF-C04-000519,591.63,BRL,2026-04-22T09:24:00Z,Synthetic gateway capture REF-C04-000519,AUTH-C04-000519,gateway_match_candidate
GTW-C04-000520,REF-C04-000520,567.44,BRL,2026-04-23T09:36:00Z,Synthetic gateway capture REF-C04-000520,AUTH-C04-000520,gateway_match_candidate
GTW-C04-000521,REF-C04-000521,903.29,BRL,2026-04-24T09:48:00Z,Synthetic gateway capture REF-C04-000521,AUTH-C04-000521,gateway_match_candidate
GTW-C04-000522,REF-C04-000522,1175.42,BRL,2026-04-25T10:00:00Z,Synthetic gateway capture REF-C04-000522,AUTH-C04-000522,gateway_match_candidate
GTW-C04-000523,REF-C04-000523,225.67,BRL,2026-04-26T10:12:00Z,Synthetic gateway capture REF-C04-000523,AUTH-C04-000523,gateway_match_candidate
GTW-C04-000524,REF-C04-000524,88.33,BRL,2026-04-27T10:24:00Z,Synthetic gateway capture REF-C04-000524,AUTH-C04-000524,gateway_match_candidate
GTW-C04-000525,REF-C04-000525,347.76,BRL,2026-04-28T10:36:00Z,Synthetic gateway capture REF-C04-000525,AUTH-C04-000525,gateway_match_candidate
GTW-C04-000526,REF-C04-000526,601.47,BRL,2026-04-29T10:48:00Z,Synthetic gateway capture REF-C04-000526,AUTH-C04-000526,gateway_match_candidate
GTW-C04-000527,REF-C04-000527,53.22,BRL,2026-04-30T11:00:00Z,Synthetic gateway capture REF-C04-000527,AUTH-C04-000527,gateway_match_candidate
GTW-C04-000528,REF-C04-000528,233.17,EUR,2026-05-01T08:00:00Z,Synthetic gateway capture REF-C04-000528,AUTH-C04-000528,gateway_match_candidate
GTW-C04-000529,REF-C04-000529,253.11,BRL,2026-05-02T08:12:00Z,Synthetic gateway capture REF-C04-000529,AUTH-C04-000529,gateway_match_candidate
GTW-C04-000530,REF-C04-000530,687.76,BRL,2026-05-03T08:24:00Z,Synthetic gateway capture REF-C04-000530,AUTH-C04-000530,gateway_match_candidate
GTW-C04-000531,REF-C04-000531,589.11,BRL,2026-05-04T08:36:00Z,Synthetic gateway capture REF-C04-000531,AUTH-C04-000531,gateway_match_candidate
GTW-C04-000532,REF-C04-000532,1263.21,BRL,2026-04-07T08:48:00Z,Synthetic gateway capture REF-C04-000532,AUTH-C04-000532,gateway_match_candidate
GTW-C04-000533,REF-C04-000533,1102.86,BRL,2026-04-08T09:00:00Z,Synthetic gateway capture REF-C04-000533,AUTH-C04-000533,gateway_match_candidate
GTW-C04-000534,REF-C04-000534,740.04,BRL,2026-04-09T09:12:00Z,Synthetic gateway capture REF-C04-000534,AUTH-C04-000534,gateway_match_candidate
GTW-C04-000535,REF-C04-000535,154.43,BRL,2026-04-10T09:24:00Z,Synthetic gateway capture REF-C04-000535,AUTH-C04-000535,gateway_match_candidate
GTW-C04-000536,REF-C04-000536,1033.09,BRL,2026-04-11T09:36:00Z,Synthetic gateway capture REF-C04-000536,AUTH-C04-000536,gateway_amount_mismatch
GTW-C04-000537,REF-C04-000537,517.43,BRL,2026-04-12T09:48:00Z,Synthetic gateway capture REF-C04-000537,AUTH-C04-000537,gateway_match_candidate
GTW-C04-000538,REF-C04-000538,384.15,BRL,2026-04-13T10:00:00Z,Synthetic gateway capture REF-C04-000538,AUTH-C04-000538,gateway_match_candidate
GTW-C04-000539,REF-C04-000539,412.33,BRL,2026-04-14T10:12:00Z,Synthetic gateway capture REF-C04-000539,AUTH-C04-000539,gateway_match_candidate
GTW-C04-000540,REF-C04-000540,447.76,BRL,2026-04-15T10:24:00Z,Synthetic gateway capture REF-C04-000540,AUTH-C04-000540,gateway_match_candidate
GTW-C04-000541,REF-C04-000541,913.65,BRL,2026-04-16T10:36:00Z,Synthetic gateway capture REF-C04-000541,AUTH-C04-000541,gateway_match_candidate
GTW-C04-000542,REF-C04-000542,617.80,BRL,2026-04-17T10:48:00Z,Synthetic gateway capture REF-C04-000542,AUTH-C04-000542,gateway_match_candidate
GTW-C04-000543,REF-C04-000543,937.10,BRL,2026-04-18T11:00:00Z,Synthetic gateway capture REF-C04-000543,AUTH-C04-000543,gateway_match_candidate
GTW-C04-000544,REF-C04-000544,1188.61,BRL,2026-04-19T08:00:00Z,Synthetic gateway capture REF-C04-000544,AUTH-C04-000544,gateway_match_candidate
GTW-C04-000545,REF-C04-000545,947.42,BRL,2026-04-20T08:12:00Z,Synthetic gateway capture REF-C04-000545,AUTH-C04-000545,gateway_match_candidate
GTW-C04-000546,REF-C04-000546,182.04,BRL,2026-04-21T08:24:00Z,Synthetic gateway capture REF-C04-000546,AUTH-C04-000546,gateway_match_candidate
GTW-C04-000547,REF-C04-000547,1163.16,BRL,2026-04-22T08:36:00Z,Synthetic gateway capture REF-C04-000547,AUTH-C04-000547,gateway_match_candidate
GTW-C04-000548,REF-C04-000548,615.39,BRL,2026-04-23T08:48:00Z,Synthetic gateway capture REF-C04-000548,AUTH-C04-000548,gateway_match_candidate
GTW-C04-000549,REF-C04-000549,963.70,BRL,2026-04-24T09:00:00Z,Synthetic gateway capture REF-C04-000549,AUTH-C04-000549,gateway_match_candidate
GTW-C04-000550,REF-C04-000550,665.57,BRL,2026-04-25T09:12:00Z,Synthetic gateway capture REF-C04-000550,AUTH-C04-000550,gateway_match_candidate
GTW-C04-000551,REF-C04-000551,733.63,BRL,2026-04-26T09:24:00Z,Synthetic gateway capture REF-C04-000551,AUTH-C04-000551,gateway_match_candidate
GTW-C04-000552,REF-C04-000552,1127.78,USD,2026-04-27T09:36:00Z,Synthetic gateway capture REF-C04-000552,AUTH-C04-000552,gateway_match_candidate
GTW-C04-000553,REF-C04-000553,898.14,BRL,2026-04-28T09:48:00Z,Synthetic gateway capture REF-C04-000553,AUTH-C04-000553,gateway_match_candidate
GTW-C04-000554,REF-C04-000554,13.60,BRL,2026-04-29T10:00:00Z,Synthetic gateway capture REF-C04-000554,AUTH-C04-000554,gateway_match_candidate
GTW-C04-000555,REF-C04-000555,1179.69,BRL,2026-04-30T10:12:00Z,Synthetic gateway capture REF-C04-000555,AUTH-C04-000555,gateway_match_candidate
GTW-C04-000556,REF-C04-000556,665.41,BRL,2026-05-01T10:24:00Z,Synthetic gateway capture REF-C04-000556,AUTH-C04-000556,gateway_match_candidate
GTW-C04-000557,REF-C04-000557,232.00,BRL,2026-05-02T10:36:00Z,Synthetic gateway capture REF-C04-000557,AUTH-C04-000557,gateway_match_candidate
GTW-C04-000558,REF-C04-000558,608.92,BRL,2026-05-03T10:48:00Z,Synthetic gateway capture REF-C04-000558,AUTH-C04-000558,gateway_match_candidate
GTW-C04-000559,REF-C04-000559,-35.43,BRL,2026-05-04T11:00:00Z,Synthetic gateway capture REF-C04-000559,AUTH-C04-000559,negative_amount_review
GTW-C04-000560,REF-C04-000560,1237.38,BRL,2026-04-07T08:00:00Z,Synthetic gateway capture REF-C04-000560,AUTH-C04-000560,gateway_match_candidate
GTW-C04-000561,REF-C04-000561,552.95,BRL,2026-04-08T08:12:00Z,Synthetic gateway capture REF-C04-000561,AUTH-C04-000561,gateway_match_candidate
GTW-C04-000562,REF-C04-000562,25.14,BRL,2026-04-09T08:24:00Z,Synthetic gateway capture REF-C04-000562,AUTH-C04-000562,gateway_match_candidate
GTW-C04-000563,REF-C04-000563,182.60,BRL,2026-04-10T08:36:00Z,Synthetic gateway capture REF-C04-000563,AUTH-C04-000563,gateway_match_candidate
GTW-C04-000564,REF-C04-000564,418.66,EUR,2026-04-11T08:48:00Z,Synthetic gateway capture REF-C04-000564,AUTH-C04-000564,gateway_match_candidate
GTW-C04-000565,REF-C04-000565,929.41,BRL,2026-04-12T09:00:00Z,Synthetic gateway capture REF-C04-000565,AUTH-C04-000565,gateway_match_candidate
GTW-C04-000566,REF-C04-000566,266.46,BRL,2026-04-13T09:12:00Z,Synthetic gateway capture REF-C04-000566,AUTH-C04-000566,gateway_match_candidate
GTW-C04-000567,REF-C04-000567,865.04,BRL,2026-04-14T09:24:00Z,Synthetic gateway capture REF-C04-000567,AUTH-C04-000567,gateway_match_candidate
GTW-C04-000568,REF-C04-000568,517.34,BRL,2026-04-15T09:36:00Z,Synthetic gateway capture REF-C04-000568,AUTH-C04-000568,gateway_match_candidate
GTW-C04-000569,REF-C04-000569,901.38,BRL,2026-04-16T09:48:00Z,Synthetic gateway capture REF-C04-000569,AUTH-C04-000569,gateway_match_candidate
GTW-C04-000570,REF-C04-000570,1108.09,BRL,2026-04-17T10:00:00Z,Synthetic gateway capture REF-C04-000570,AUTH-C04-000570,gateway_match_candidate
GTW-C04-000571,REF-C04-000571,221.47,BRL,2026-04-18T10:12:00Z,Synthetic gateway capture REF-C04-000571,AUTH-C04-000571,gateway_match_candidate
GTW-C04-000572,REF-C04-000572,737.50,BRL,2026-04-19T10:24:00Z,Synthetic gateway capture REF-C04-000572,AUTH-C04-000572,gateway_match_candidate
GTW-C04-000573,REF-C04-000573,1229.69,BRL,2026-04-20T10:36:00Z,Synthetic gateway capture REF-C04-000573,AUTH-C04-000573,gateway_match_candidate
GTW-C04-000574,REF-C04-000574,595.25,BRL,2026-04-21T10:48:00Z,Synthetic gateway capture REF-C04-000574,AUTH-C04-000574,gateway_match_candidate
GTW-C04-000575,REF-C04-000575,256.89,BRL,2026-04-22T11:00:00Z,Synthetic gateway capture REF-C04-000575,AUTH-C04-000575,gateway_match_candidate
GTW-C04-000576,REF-C04-000576,872.23,BRL,2026-04-23T08:00:00Z,Synthetic gateway capture REF-C04-000576,AUTH-C04-000576,gateway_match_candidate
GTW-C04-000577,REF-C04-000577,709.85,BRL,2026-04-24T08:12:00Z,Synthetic gateway capture REF-C04-000577,AUTH-C04-000577,gateway_match_candidate
GTW-C04-000578,REF-C04-000578,457.19,BRL,2026-04-25T08:24:00Z,Synthetic gateway capture REF-C04-000578,AUTH-C04-000578,gateway_match_candidate
GTW-C04-000579,REF-C04-000579,253.54,BRL,2026-04-26T08:36:00Z,Synthetic gateway capture REF-C04-000579,AUTH-C04-000579,gateway_match_candidate
GTW-C04-000580,REF-C04-000580,40.19,BRL,2026-04-27T08:48:00Z,Synthetic gateway capture REF-C04-000580,AUTH-C04-000580,gateway_match_candidate
GTW-C04-000581,REF-C04-000581,885.48,BRL,2026-04-28T09:00:00Z,Synthetic gateway capture REF-C04-000581,AUTH-C04-000581,gateway_match_candidate
GTW-C04-000582,REF-C04-000582,769.94,BRL,2026-04-29T09:12:00Z,Synthetic gateway capture REF-C04-000582,AUTH-C04-000582,gateway_match_candidate
GTW-C04-000583,REF-C04-000583,491.29,BRL,2026-04-30T09:24:00Z,Synthetic gateway capture REF-C04-000583,AUTH-C04-000583,gateway_match_candidate
GTW-C04-000584,REF-C04-000584,439.13,BRL,2026-05-01T09:36:00Z,Synthetic gateway capture REF-C04-000584,AUTH-C04-000584,gateway_match_candidate
GTW-C04-000585,REF-C04-000585,582.57,BRL,2026-05-02T09:48:00Z,Synthetic gateway capture REF-C04-000585,AUTH-C04-000585,gateway_match_candidate
GTW-C04-000586,REF-C04-000586,59.88,BRL,2026-05-03T10:00:00Z,Synthetic gateway capture REF-C04-000586,AUTH-C04-000586,gateway_match_candidate
GTW-C04-000587,REF-C04-000587,714.57,BRL,2026-05-04T10:12:00Z,Synthetic gateway capture REF-C04-000587,AUTH-C04-000587,gateway_match_candidate
GTW-C04-000588,REF-C04-000588,1276.98,USD,2026-04-07T10:24:00Z,Synthetic gateway capture REF-C04-000588,AUTH-C04-000588,gateway_match_candidate
GTW-C04-000589,REF-C04-000589,923.84,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-000589,AUTH-C04-000589,gateway_match_candidate
GTW-C04-000590,REF-C04-000590,827.11,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-000590,AUTH-C04-000590,gateway_match_candidate
GTW-C04-000591,REF-C04-000591,1239.17,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-000591,AUTH-C04-000591,gateway_match_candidate
GTW-C04-000592,REF-C04-000592,1100.34,BRL,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-000592,AUTH-C04-000592,gateway_match_candidate
GTW-C04-000593,REF-C04-000593,756.66,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-000593,AUTH-C04-000593,gateway_match_candidate
GTW-C04-000594,REF-C04-000594,793.15,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-000594,AUTH-C04-000594,gateway_match_candidate
GTW-C04-000595,REF-C04-000595,131.90,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-000595,AUTH-C04-000595,gateway_match_candidate
GTW-C04-000596,REF-C04-000596,962.19,BRL,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-000596,AUTH-C04-000596,gateway_match_candidate
GTW-C04-000597,REF-C04-000597,1256.00,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-000597,AUTH-C04-000597,gateway_match_candidate
GTW-C04-000598,REF-C04-000598,1135.51,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-000598,AUTH-C04-000598,gateway_match_candidate
GTW-C04-000599,REF-C04-000599,56.97,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-000599,AUTH-C04-000599,gateway_match_candidate
GTW-C04-000600,REF-C04-000600,1084.50,EUR,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-000600,AUTH-C04-000600,gateway_match_candidate
GTW-C04-000601,REF-C04-000601,1264.96,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-000601,AUTH-C04-000601,gateway_match_candidate
GTW-C04-000602,REF-C04-000602,-18.78,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-000602,AUTH-C04-000602,negative_amount_review
GTW-C04-000603,REF-C04-000603,325.34,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-000603,AUTH-C04-000603,gateway_amount_mismatch
GTW-C04-000604,REF-C04-000604,596.64,BRL,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-000604,AUTH-C04-000604,gateway_match_candidate
GTW-C04-000605,REF-C04-000605,574.62,BRL,2026-04-24T10:36:00Z,Synthetic gateway capture REF-C04-000605,AUTH-C04-000605,gateway_match_candidate
GTW-C04-000606,REF-C04-000606,761.98,BRL,2026-04-25T10:48:00Z,Synthetic gateway capture REF-C04-000606,AUTH-C04-000606,gateway_match_candidate
GTW-C04-000607,REF-C04-000607,1209.48,BRL,2026-04-26T11:00:00Z,Synthetic gateway capture REF-C04-000607,AUTH-C04-000607,gateway_match_candidate
GTW-C04-000608,REF-C04-000608,1137.43,BRL,2026-04-27T08:00:00Z,Synthetic gateway capture REF-C04-000608,AUTH-C04-000608,gateway_match_candidate
GTW-C04-000609,REF-C04-000609,310.21,BRL,2026-04-28T08:12:00Z,Synthetic gateway capture REF-C04-000609,AUTH-C04-000609,gateway_match_candidate
GTW-C04-000610,REF-C04-000610,1140.70,BRL,2026-04-29T08:24:00Z,Synthetic gateway capture REF-C04-000610,AUTH-C04-000610,gateway_match_candidate
GTW-C04-000611,REF-C04-000611,1244.03,BRL,2026-04-30T08:36:00Z,Synthetic gateway capture REF-C04-000611,AUTH-C04-000611,gateway_match_candidate
GTW-C04-000612,REF-C04-000612,920.06,BRL,2026-05-01T08:48:00Z,Synthetic gateway capture REF-C04-000612,AUTH-C04-000612,gateway_match_candidate
GTW-C04-000613,REF-C04-000613,868.29,BRL,2026-05-02T09:00:00Z,Synthetic gateway capture REF-C04-000613,AUTH-C04-000613,gateway_match_candidate
GTW-C04-000614,REF-C04-000614,509.80,BRL,2026-05-03T09:12:00Z,Synthetic gateway capture REF-C04-000614,AUTH-C04-000614,gateway_match_candidate
GTW-C04-000615,REF-C04-000615,975.29,BRL,2026-05-04T09:24:00Z,Synthetic gateway capture REF-C04-000615,AUTH-C04-000615,gateway_match_candidate
GTW-C04-000616,REF-C04-000616,10.38,BRL,2026-04-07T09:36:00Z,Synthetic gateway capture REF-C04-000616,AUTH-C04-000616,gateway_match_candidate
GTW-C04-000617,REF-C04-000617,57.08,BRL,2026-04-08T09:48:00Z,Synthetic gateway capture REF-C04-000617,AUTH-C04-000617,gateway_match_candidate
GTW-C04-000618,REF-C04-000618,1184.67,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-000618,AUTH-C04-000618,gateway_match_candidate
GTW-C04-000619,REF-C04-000619,41.53,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-000619,AUTH-C04-000619,gateway_match_candidate
GTW-C04-000620,REF-C04-000620,441.60,BRL,2026-04-11T10:24:00Z,Synthetic gateway capture REF-C04-000620,AUTH-C04-000620,gateway_match_candidate
GTW-C04-000621,REF-C04-000621,23.07,BRL,2026-04-12T10:36:00Z,Synthetic gateway capture REF-C04-000621,AUTH-C04-000621,gateway_match_candidate
GTW-C04-000622,REF-C04-000622,652.68,BRL,2026-04-13T10:48:00Z,Synthetic gateway capture REF-C04-000622,AUTH-C04-000622,gateway_match_candidate
GTW-C04-000623,REF-C04-000623,55.75,BRL,2026-04-14T11:00:00Z,Synthetic gateway capture REF-C04-000623,AUTH-C04-000623,gateway_match_candidate
GTW-C04-000624,REF-C04-000624,372.45,USD,2026-04-15T08:00:00Z,Synthetic gateway capture REF-C04-000624,AUTH-C04-000624,gateway_match_candidate
GTW-C04-000625,REF-C04-000625,641.35,BRL,2026-04-16T08:12:00Z,Synthetic gateway capture REF-C04-000625,AUTH-C04-000625,gateway_match_candidate
GTW-C04-000626,REF-C04-000626,1260.86,BRL,2026-04-17T08:24:00Z,Synthetic gateway capture REF-C04-000626,AUTH-C04-000626,gateway_match_candidate
GTW-C04-000627,REF-C04-000627,474.47,BRL,2026-04-18T08:36:00Z,Synthetic gateway capture REF-C04-000627,AUTH-C04-000627,gateway_match_candidate
GTW-C04-000628,REF-C04-000628,917.47,BRL,2026-04-19T08:48:00Z,Synthetic gateway capture REF-C04-000628,AUTH-C04-000628,gateway_match_candidate
GTW-C04-000629,REF-C04-000629,472.03,BRL,2026-04-20T09:00:00Z,Synthetic gateway capture REF-C04-000629,AUTH-C04-000629,gateway_match_candidate
GTW-C04-000630,REF-C04-000630,59.25,BRL,2026-04-21T09:12:00Z,Synthetic gateway capture REF-C04-000630,AUTH-C04-000630,gateway_match_candidate
GTW-C04-000631,REF-C04-000631,120.98,BRL,2026-04-22T09:24:00Z,Synthetic gateway capture REF-C04-000631,AUTH-C04-000631,gateway_match_candidate
GTW-C04-000632,REF-C04-000632,327.99,BRL,2026-04-23T09:36:00Z,Synthetic gateway capture REF-C04-000632,AUTH-C04-000632,gateway_match_candidate
GTW-C04-000633,REF-C04-000633,416.58,BRL,2026-04-24T09:48:00Z,Synthetic gateway capture REF-C04-000633,AUTH-C04-000633,gateway_match_candidate
GTW-C04-000634,REF-C04-000634,490.01,BRL,2026-04-25T10:00:00Z,Synthetic gateway capture REF-C04-000634,AUTH-C04-000634,gateway_match_candidate
GTW-C04-000635,REF-C04-000635,928.14,BRL,2026-04-26T10:12:00Z,Synthetic gateway capture REF-C04-000635,AUTH-C04-000635,gateway_match_candidate
GTW-C04-000636,REF-C04-000636,1099.95,EUR,2026-04-27T10:24:00Z,Synthetic gateway capture REF-C04-000636,AUTH-C04-000636,gateway_match_candidate
GTW-C04-000637,REF-C04-000637,1197.51,BRL,2026-04-28T10:36:00Z,Synthetic gateway capture REF-C04-000637,AUTH-C04-000637,gateway_match_candidate
GTW-C04-000638,REF-C04-000638,709.94,BRL,2026-04-29T10:48:00Z,Synthetic gateway capture REF-C04-000638,AUTH-C04-000638,gateway_match_candidate
GTW-C04-000639,REF-C04-000639,1199.50,BRL,2026-04-30T11:00:00Z,Synthetic gateway capture REF-C04-000639,AUTH-C04-000639,gateway_match_candidate
GTW-C04-000640,REF-C04-000640,1223.89,BRL,2026-05-01T08:00:00Z,Synthetic gateway capture REF-C04-000640,AUTH-C04-000640,gateway_match_candidate
GTW-C04-000641,REF-C04-000641,179.85,BRL,2026-05-02T08:12:00Z,Synthetic gateway capture REF-C04-000641,AUTH-C04-000641,gateway_match_candidate
GTW-C04-000642,REF-C04-000642,684.58,BRL,2026-05-03T08:24:00Z,Synthetic gateway capture REF-C04-000642,AUTH-C04-000642,gateway_match_candidate
GTW-C04-000643,REF-C04-000643,470.35,BRL,2026-05-04T08:36:00Z,Synthetic gateway capture REF-C04-000643,AUTH-C04-000643,gateway_match_candidate
GTW-C04-000644,REF-C04-000644,323.51,BRL,2026-04-07T08:48:00Z,Synthetic gateway capture REF-C04-000644,AUTH-C04-000644,gateway_match_candidate
GTW-C04-000645,REF-C04-000645,-2.37,BRL,2026-04-08T09:00:00Z,Synthetic gateway capture REF-C04-000645,AUTH-C04-000645,negative_amount_review
GTW-C04-000646,REF-C04-000646,676.99,BRL,2026-04-09T09:12:00Z,Synthetic gateway capture REF-C04-000646,AUTH-C04-000646,gateway_match_candidate
GTW-C04-000647,REF-C04-000647,411.62,BRL,2026-04-10T09:24:00Z,Synthetic gateway capture REF-C04-000647,AUTH-C04-000647,gateway_match_candidate
GTW-C04-000648,REF-C04-000648,402.11,BRL,2026-04-11T09:36:00Z,Synthetic gateway capture REF-C04-000648,AUTH-C04-000648,gateway_match_candidate
GTW-C04-000649,REF-C04-000649,799.57,BRL,2026-04-12T09:48:00Z,Synthetic gateway capture REF-C04-000649,AUTH-C04-000649,gateway_match_candidate
GTW-C04-000650,REF-C04-000650,882.41,BRL,2026-04-13T10:00:00Z,Synthetic gateway capture REF-C04-000650,AUTH-C04-000650,gateway_match_candidate
GTW-C04-000651,REF-C04-000300,12.10,USD,2026-04-27T10:12:00Z,Synthetic gateway capture REF-C04-000300,AUTH-C04-000300,gateway_duplicate_reference
GTW-C04-000652,REF-C04-000301,-50.07,BRL,2026-04-28T10:24:00Z,Synthetic gateway capture REF-C04-000301,AUTH-C04-000301,gateway_duplicate_reference
GTW-C04-000653,REF-C04-000302,382.73,BRL,2026-04-29T10:36:00Z,Synthetic gateway capture REF-C04-000302,AUTH-C04-000302,gateway_duplicate_reference
GTW-C04-000654,REF-C04-000303,553.71,BRL,2026-04-30T10:48:00Z,Synthetic gateway capture REF-C04-000303,AUTH-C04-000303,gateway_duplicate_reference
GTW-C04-000655,REF-C04-000304,1172.30,BRL,2026-05-01T11:00:00Z,Synthetic gateway capture REF-C04-000304,AUTH-C04-000304,gateway_duplicate_reference
GTW-C04-000656,REF-C04-000305,1171.09,BRL,2026-05-02T08:00:00Z,Synthetic gateway capture REF-C04-000305,AUTH-C04-000305,gateway_duplicate_reference
GTW-C04-000657,REF-C04-000306,512.85,BRL,2026-05-03T08:12:00Z,Synthetic gateway capture REF-C04-000306,AUTH-C04-000306,gateway_duplicate_reference
GTW-C04-000658,REF-C04-000307,378.14,BRL,2026-05-04T08:24:00Z,Synthetic gateway capture REF-C04-000307,AUTH-C04-000307,gateway_duplicate_reference
GTW-C04-000659,REF-C04-000308,1188.87,BRL,2026-04-07T08:36:00Z,Synthetic gateway capture REF-C04-000308,AUTH-C04-000308,gateway_duplicate_reference
GTW-C04-000660,REF-C04-000309,317.73,BRL,2026-04-08T08:48:00Z,Synthetic gateway capture REF-C04-000309,AUTH-C04-000309,gateway_duplicate_reference
GTW-C04-000661,REF-C04-000310,747.25,BRL,2026-04-09T09:00:00Z,Synthetic gateway capture REF-C04-000310,AUTH-C04-000310,gateway_duplicate_reference
GTW-C04-000662,REF-C04-000311,1298.33,BRL,2026-04-10T09:12:00Z,Synthetic gateway capture REF-C04-000311,AUTH-C04-000311,gateway_duplicate_reference
GTW-C04-000663,REF-C04-000312,420.70,EUR,2026-04-11T09:24:00Z,Synthetic gateway capture REF-C04-000312,AUTH-C04-000312,gateway_duplicate_reference
GTW-C04-000664,REF-C04-000313,1287.87,BRL,2026-04-12T09:36:00Z,Synthetic gateway capture REF-C04-000313,AUTH-C04-000313,gateway_duplicate_reference
GTW-C04-000665,REF-C04-000314,393.00,BRL,2026-04-13T09:48:00Z,Synthetic gateway capture REF-C04-000314,AUTH-C04-000314,gateway_duplicate_reference
GTW-C04-000666,REF-C04-000315,1243.33,BRL,2026-04-14T10:00:00Z,Synthetic gateway capture REF-C04-000315,AUTH-C04-000315,gateway_duplicate_reference
GTW-C04-000667,REF-C04-000316,1241.54,BRL,2026-04-15T10:12:00Z,Synthetic gateway capture REF-C04-000316,AUTH-C04-000316,gateway_duplicate_reference
GTW-C04-000668,REF-C04-000317,185.52,BRL,2026-04-16T10:24:00Z,Synthetic gateway capture REF-C04-000317,AUTH-C04-000317,gateway_duplicate_reference
GTW-C04-000669,REF-C04-000318,496.64,BRL,2026-04-17T10:36:00Z,Synthetic gateway capture REF-C04-000318,AUTH-C04-000318,gateway_duplicate_reference
GTW-C04-000670,REF-C04-000319,324.17,BRL,2026-04-18T10:48:00Z,Synthetic gateway capture REF-C04-000319,AUTH-C04-000319,gateway_duplicate_reference
GTW-C04-000671,REF-C04-000320,389.22,BRL,2026-04-19T11:00:00Z,Synthetic gateway capture REF-C04-000320,AUTH-C04-000320,gateway_duplicate_reference
GTW-C04-000672,REF-C04-000321,568.44,BRL,2026-04-20T08:00:00Z,Synthetic gateway capture REF-C04-000321,AUTH-C04-000321,gateway_duplicate_reference
GTW-C04-000673,REF-C04-000322,222.42,BRL,2026-04-21T08:12:00Z,Synthetic gateway capture REF-C04-000322,AUTH-C04-000322,gateway_duplicate_reference
GTW-C04-000674,REF-C04-000323,161.25,BRL,2026-04-22T08:24:00Z,Synthetic gateway capture REF-C04-000323,AUTH-C04-000323,gateway_duplicate_reference
GTW-C04-000675,REF-C04-000324,961.94,BRL,2026-04-23T08:36:00Z,Synthetic gateway capture REF-C04-000324,AUTH-C04-000324,gateway_duplicate_reference
GTW-C04-000676,REF-C04-000300,12.10,USD,2026-04-27T08:48:00Z,Synthetic gateway capture REF-C04-000300,AUTH-C04-000300,gateway_duplicate_reference
